invoice_id,enrollment_id,amount_due,due_date,status,created_at
af35622e-df20-4781-8d84-383228445571,0910e818-205f-4b47-93cf-4844c71d912d,5167.77,2025-09-22,verified,2025-09-04T20:53:56Z
310cad2a-3add-4b50-be2a-36f125bc7ddf,8933d769-2282-4eb6-b06c-a9bad15a00eb,4123.28,2025-07-02,awaiting_proof,2025-06-16T03:14:25Z
0a42ae39-0c57-4061-800d-2862976a9fac,8d2f5e61-5b54-472c-bf57-7e7e43d3ceb9,8906.54,2025-09-21,under_review,2025-09-12T11:24:49Z
96f4c92a-ba23-4ba5-8be5-53f250f41dde,2b9b35ee-db2c-4cea-808f-c68b2605671a,2247.91,2025-08-04,awaiting_proof,2025-07-22T17:01:07Z
2a6c36d7-f08d-4c60-8940-1b5b95f65b1f,d409ca03-12fb-435f-86e1-5e98f8bc084e,4938.73,2025-09-08,awaiting_proof,2025-08-22T11:35:52Z
5815b4bd-7356-4002-b8bb-8dcd8e4a351d,468f47c1-7006-4694-9d4a-357797f3fb00,6022.49,2025-06-20,verified,2025-05-31T02:11:35Z
6efe4e1f-2be1-40b9-bc1b-942b359949c8,394d3f40-57db-4c91-9385-a6f84a479c09,3411.30,2025-08-03,verified,2025-07-14T04:22:51Z
f86b4bcc-20f2-4d03-a918-fd96da5cd11e,99f9563a-12a7-4c1a-9030-031752796010,6468.31,2025-06-17,verified,2025-06-02T01:16:43Z
88dffe91-2339-41ff-82c5-f710f5933358,b279b348-5f6f-41c0-86e7-5f8e0bfeb0b5,5650.33,2025-09-05,verified,2025-08-16T19:27:55Z
d934b49c-e0a3-4a37-bc65-500a40d325c8,0ef6ebcf-24e8-49bc-ab95-1f4a95f0c6ad,2924.14,2025-06-27,verified,2025-06-24T16:28:50Z
889fb2c5-b0f2-47ae-ae3f-bcba8d390bcf,8f757aea-9431-46d3-bbaa-83a129a1ef74,6297.73,2025-05-03,verified,2025-04-22T09:36:31Z
0a59f3ba-c170-4d96-ae57-89fb7237f3d6,bfd10ecb-7940-425d-bcf3-7d7ddae26847,7606.69,2025-06-01,awaiting_proof,2025-05-13T18:28:13Z
cf19ab97-6914-4bd6-bbbb-654781426377,4700004b-dde2-4523-9c39-d70eb0b60c8c,2389.89,2025-05-12,awaiting_proof,2025-04-25T13:41:55Z
174f003e-7b30-4a5e-a380-84e3d9814374,4d9b3204-16f3-4dd6-8af2-faac20a67f60,5619.35,2025-06-04,under_review,2025-05-20T23:34:50Z
4e888d0b-62ee-44cd-85fa-30a25d1c1b08,57d199ea-ad66-44fb-abf6-3cff5492ac2b,7291.54,2025-05-07,verified,2025-05-04T09:37:10Z
22c3e04e-45ab-46f1-8fc5-01307f1b3373,8a2febb3-a3c4-4fab-b2a0-44a310341e36,5692.52,2025-07-02,under_review,2025-06-26T01:04:10Z
ff2056d1-d6af-4753-b8b8-de6f3e053934,27819c8d-efc9-465f-aa29-8153f8e1507e,2033.90,2025-06-18,awaiting_proof,2025-06-09T00:58:14Z
628284cb-68af-4121-8fb4-d39b15e87dd5,571f7aa3-306a-404f-bcd8-8d3422e92cfd,5990.77,2025-05-07,refunded,2025-04-28T21:17:14Z
3e8b3e47-8c45-43c1-a6e8-3cfbc766e0ae,d876f87c-520d-45d0-9314-0edb1c1c457c,9094.28,2025-08-23,verified,2025-08-10T18:25:09Z
baedc7ce-f006-4518-9d0c-512c0662df84,df311ac4-e2da-41ae-aff2-6cd1372c0780,5167.77,2025-08-17,awaiting_proof,2025-08-05T14:44:18Z
4aa29bfc-58bd-48b6-9d50-635186358efe,1dcea2a9-65ad-4be1-99bc-851bc3c4f8ea,3529.24,2025-06-14,rejected,2025-06-03T12:55:47Z
282c2704-e22c-4a44-bb57-f6be13c14435,bdb35a87-7c9c-46e9-8eb6-49ca771ec6ad,7682.24,2025-05-17,verified,2025-04-29T10:48:10Z
02073c79-808d-4f73-b950-cdb7aa781b71,d59bb3b1-e3fe-46cc-b24a-d5b0598e7e58,9225.84,2025-06-29,refunded,2025-06-17T00:12:35Z
43118167-59fb-440e-b507-f16d04e3caf8,1b9dfd13-4173-4c68-919b-30ab245f6b98,9767.83,2025-05-30,verified,2025-05-15T22:40:42Z
d38c2d10-d24f-41f5-bcf7-80d6cb570dbb,74003546-7419-43d1-9681-b40a569c6100,1811.78,2025-07-29,verified,2025-07-17T07:27:14Z
9d4f33f0-5451-4b8a-824c-85207e33f225,2d9a19f6-8b36-4923-9128-3be8ffeb8b0f,7888.01,2025-08-17,verified,2025-08-04T06:05:30Z
a398c0a8-ae70-47d4-aec9-871b9c146a3f,9b5f0ddd-1f77-4498-a209-73ff27bf2b09,9475.14,2025-06-13,under_review,2025-06-06T13:27:02Z
18a66f23-8db0-4cb0-aae4-4e9145a26764,41690e1d-9ffb-459d-928a-f919675026cb,7283.25,2025-06-01,refunded,2025-05-27T15:25:55Z
d40d8e77-efe9-4dc0-b7c9-5125d27219e4,fd58eace-1e9a-4b0d-9ad6-2329309790a8,4304.48,2025-08-09,under_review,2025-07-23T05:05:41Z
ebc2a034-0c4b-446d-8471-81dfb8daeefd,c552fe7d-bb7e-48f1-a8ad-4f1f6aad10ab,7682.24,2025-06-01,under_review,2025-05-23T22:07:18Z
87fa6201-0485-47e8-81e2-3c0a6550099e,2f348a45-ed0e-4cfa-b07d-55d3940113b2,6938.48,2025-09-15,awaiting_proof,2025-08-30T15:19:16Z
45d223f5-6971-4da2-b1e6-9b634603dccc,b71ecca6-6471-4271-99f8-e5e36c0b9070,6812.09,2025-07-20,verified,2025-07-08T07:12:50Z
e4f13f4c-9c5f-463c-a39f-f6265f788881,8bca1df1-3720-4d86-ab00-5a3663421f31,9767.83,2025-08-31,verified,2025-08-16T15:35:21Z
87f705b2-f6eb-4838-81dd-fcc0e37e9ff5,88772206-c44b-46af-99df-488e93880a31,2785.15,2025-07-08,awaiting_proof,2025-07-01T04:26:24Z
ae2e0909-973c-47dd-9efe-2bbeb02f6195,02ba57e9-b8ec-471a-88c7-74b56ea4cede,5363.19,2025-07-14,under_review,2025-06-30T23:21:47Z
1e1cccac-18b8-4b95-b16c-7aa1a5772e55,56ee7cac-707d-4031-a6a4-fc554db81072,3529.24,2025-06-02,verified,2025-05-16T21:21:27Z
816ce9d4-4837-4e28-b8a6-4abded7b0f63,77b37c98-a102-41bb-98a8-aaa9076a1db5,5918.99,2025-09-05,under_review,2025-08-22T15:47:01Z
c7ffb8b2-bc84-48ef-a22f-5b5a4a2829c4,c4b28e40-ec41-4c2b-a1ea-f43953f1bda9,7663.03,2025-05-24,under_review,2025-05-17T07:19:02Z
938bb0e0-2c69-4a5a-865d-cb37f6124ae7,fd793e2c-ca70-46b5-8cfa-305a561d1419,3199.33,2025-06-06,verified,2025-06-02T19:26:33Z
0ef0f873-fabe-41c3-b3f5-549cff313a7b,e620e091-8827-45d8-a394-d0e9984df0a0,6950.99,2025-09-22,refunded,2025-09-04T23:41:16Z
e391034b-8867-4b90-bf77-1c653e0caa6c,8df87bac-6120-45b0-b253-5b8229fbd427,3248.55,2025-06-02,verified,2025-05-26T01:43:10Z
b141aa4f-b703-47fc-a04a-feafcd483732,0fb8ee2a-7228-4163-bb81-ac6ff21e24fd,3395.70,2025-04-26,refunded,2025-04-23T22:49:20Z
e82ec404-1ce6-4f1a-80ca-a785aa463d21,cfca314e-878a-4fb8-b1b6-1cd8e362b4b5,4571.84,2025-08-20,awaiting_proof,2025-08-13T08:38:05Z
6b7b1a34-868a-4815-95df-3b54c86d2251,a7736a66-68e2-4eb3-a864-1c4722ee388b,10270.04,2025-08-10,under_review,2025-07-23T00:04:47Z
f9c2bb05-e47f-4cba-89cf-bd28442dc817,95c32e23-c2d7-4462-a86f-86c61a0c8c7e,5155.74,2025-08-19,awaiting_proof,2025-08-05T05:41:45Z
5e51738c-3b86-43f4-9964-db869073283b,363a64b5-9a0d-4a10-a9ba-4fe9dc2ac6d1,6468.31,2025-06-03,awaiting_proof,2025-05-29T21:02:03Z
2b1cf397-82e8-42bb-b23e-dc652877fe8f,2c97fc4c-b2d3-4860-896c-7c20f70bc91a,4840.28,2025-09-29,verified,2025-09-11T01:03:36Z
eb146887-20a0-47d3-a478-3170755d695d,554df0f5-ca81-450c-899e-6c122c45dcc5,1990.38,2025-05-25,verified,2025-05-21T05:32:36Z
1be25d09-d5c4-4f9a-baea-e4d17c4209a1,cafd9180-0926-47eb-bafd-4784bcb1cce9,4405.87,2025-08-16,under_review,2025-07-31T20:36:19Z
106b8555-9cba-41a3-9d67-7837a43a49be,bf9b2690-fde3-459e-ad46-a4704c647f7b,2245.18,2025-09-19,verified,2025-09-09T05:17:44Z
32ba8c16-8616-44fe-8ad1-fb75892b8aa3,943f5140-39b6-4eb4-b940-6d50e08961b9,6514.32,2025-09-05,verified,2025-08-23T02:26:51Z
a2d47d35-c5a9-4692-a5b1-3d9bc99b505f,bab17c50-f0cd-4261-ad50-d6172777af07,9795.10,2025-05-20,verified,2025-05-11T04:32:05Z
c9f769ed-ca28-4bf1-a603-51869723cc8c,72dae731-33b4-4b2b-9412-48f61419325e,5781.74,2025-06-21,verified,2025-06-18T07:11:12Z
fa288e7d-5fbf-4951-b714-a1ab6514e38a,2287327b-2c4b-4cb5-9630-36ddea509b58,2367.34,2025-06-16,awaiting_proof,2025-06-11T03:17:14Z
dc688238-f9f5-45c0-8d2d-a6f1afcf2c0d,336294af-a4d8-4028-bdfe-bd2c5217b7f3,7792.11,2025-08-02,verified,2025-07-23T04:57:02Z
24fa36b2-3f65-410f-88df-052e631c700f,e131883b-364f-4943-98d7-4802cd6d595b,8484.02,2025-05-06,verified,2025-05-01T04:18:19Z
32434982-e20b-47be-a5c0-d404a4e5365c,fa46fa9a-af08-486b-af77-dd610dc6f140,9475.14,2025-06-11,verified,2025-06-06T18:27:54Z
7b0db762-c02f-42bc-b3cb-ca75b84ccbd5,d67bb714-469f-402e-9c59-79475d09f9a8,6992.83,2025-05-26,under_review,2025-05-15T23:52:31Z
a0d5ce36-7039-4a29-8e2c-af27d38ca102,aadb1f10-69a6-4df3-bc85-69f7343b0f1f,5947.60,2025-06-30,under_review,2025-06-13T19:38:14Z
18feee40-fd51-4eae-aa3c-0b78b90d8b2b,c5b07250-504b-48f4-a5fe-9ff2bf7e7d23,6160.31,2025-06-01,under_review,2025-05-13T11:30:01Z
2d60f793-11b5-4e6b-a4a1-eeafa29a1cb0,f53e1b5c-c690-49c6-b2be-5e4a563a9e02,4433.25,2025-05-30,verified,2025-05-15T20:56:38Z
74e37cff-3d9c-4a13-9c3b-60b22c623c03,0e8c354a-069e-459b-8036-f8903ed9cae6,2043.29,2025-08-24,verified,2025-08-10T00:28:03Z
92313015-d1d4-49e1-81bf-75b4dec8a79c,d03be5dc-cab6-4e51-9bfc-cc48636f1ba2,5261.90,2025-09-12,awaiting_proof,2025-09-07T03:32:30Z
316ffc47-0537-4067-9595-f025e9efd3ae,98701d60-620d-4d15-a1b4-289504ffce88,2924.14,2025-04-29,verified,2025-04-21T04:50:01Z
7bab5c9b-82fb-4c77-a298-d9f03c0eb722,d0ade1c7-1b07-4f7f-a1c3-e647995aa57d,3810.12,2025-07-21,under_review,2025-07-13T12:23:53Z
e36dfa3d-d40f-458c-9ffb-27c3075994f2,bb2814f4-d4d6-42f6-971d-26c5ecce656d,7387.01,2025-06-02,verified,2025-05-22T21:45:33Z
105a8044-d413-43a2-a8b4-b260fde85bdc,c0389046-4220-4133-91cc-a7bcd165c332,4725.58,2025-09-02,awaiting_proof,2025-08-26T20:28:16Z
61047604-471d-42c5-97b4-8443eb1a702d,006dfc00-8a62-4c44-ba88-24dada32fd8e,4304.48,2025-06-29,under_review,2025-06-25T11:11:41Z
cd62e0dc-2588-4792-9721-10076bcc74f8,9723b2d6-a051-4b92-9af1-1399aef5ac27,10270.04,2025-05-28,awaiting_proof,2025-05-13T05:55:58Z
946b3917-957e-43d7-b3b0-e446e3d774ee,25eb23b6-48ec-4f0d-8c9c-f4cf810fac15,4060.83,2025-08-04,under_review,2025-07-17T07:27:58Z
36c4ee78-6db2-4024-98c6-734603900729,14fdcb57-8706-4141-8700-318dfb40af47,8033.40,2025-08-15,under_review,2025-08-04T02:13:32Z
ccd88846-0f46-4f0d-9c00-e54c2f41a8e7,1cc0dae3-c766-4938-b449-a1e32167ff1f,5781.74,2025-05-24,under_review,2025-05-13T21:42:55Z
879c36b4-7d20-46c5-8cd3-f56ee86d3432,8c47e4be-e885-46fd-bf8d-cef1306adf53,5947.60,2025-08-09,under_review,2025-07-31T18:20:26Z
934268c4-0f21-421c-aae1-19f676a31e94,028fe1d3-fb9e-46ee-80d0-7a3fe2e11770,2389.89,2025-05-21,rejected,2025-05-13T09:57:21Z
f47a8f27-67bc-4870-a15c-873ea0bd0199,073d1d99-ea3b-4ba0-9c88-8605017a4fc6,8120.39,2025-05-19,verified,2025-05-09T08:12:50Z
bca2b1dd-04a7-4a5e-8544-da7b7f6d8cd8,67e68a8a-cffe-4409-8682-ecaab0d9f304,6014.83,2025-08-26,under_review,2025-08-08T19:14:34Z
fd9d0936-c5ca-47f0-8e30-2e8cae5a9a3e,82876741-4019-4a2e-95c5-6677dd8e3c89,7663.03,2025-07-19,awaiting_proof,2025-07-05T11:06:51Z
735ddf9c-349e-4bd9-9ca0-194eaf580291,a0d67923-d3f1-4751-a07d-383946e84714,3731.23,2025-08-22,awaiting_proof,2025-08-13T16:43:16Z
a2e50101-5984-4cc4-8924-e2f15b65d61b,c4473fdd-50b5-400e-9277-20fc4460f986,7251.60,2025-06-20,verified,2025-06-06T11:18:23Z
ae84e73f-4f1a-4626-97ed-3b17dcca59fe,13e4b8d6-3b27-43e6-a9ee-1d454ee7f599,1812.30,2025-07-31,under_review,2025-07-26T15:31:07Z
83a23c36-6a09-4b16-8b9c-cc25d7d2fc46,42c878ea-09ba-47e4-b272-1db672d2bb70,2923.44,2025-07-24,verified,2025-07-16T22:06:00Z
b310027a-462a-4807-bab8-d88034ecca6c,2ab495c2-d5fe-4d96-90e7-808f98e52c98,7370.18,2025-07-28,verified,2025-07-24T00:37:34Z
201cce9d-b3d3-465e-b48f-5b826c7e9521,e64e3a97-b0fe-41b4-96fe-a1b326feee8b,7924.57,2025-09-25,under_review,2025-09-10T09:03:27Z
a34baab6-4cfb-4fc8-b244-9c4c3f1bb1c5,7675e156-2d28-4a11-8cf4-a6d6b33cc6b9,9260.10,2025-08-21,under_review,2025-08-04T03:37:07Z
a118c0bb-fe20-4599-8e55-2361b1bffc03,0e1dac2e-6ebb-4961-a3a9-62ddf4d67b16,9714.51,2025-04-30,verified,2025-04-24T05:07:19Z
6e1300ef-7593-497d-81fb-51caf93aec1a,dcc22045-ddbf-441e-8b05-241539f9d75b,2748.52,2025-08-10,verified,2025-08-06T01:07:12Z
938a1b57-87ba-47db-b6e7-225847402562,b46721e4-c045-431d-84ad-6f0be242a061,5117.71,2025-05-11,awaiting_proof,2025-04-26T08:46:22Z
78171338-3b38-43cb-a772-02736c8569f4,bd30f09c-f738-4242-8741-9dd8eea7870b,5196.15,2025-09-12,verified,2025-09-05T21:23:43Z
3ebe3f3e-2093-4755-8323-102f044d9331,e9e86c85-a450-4e6d-bd30-8f6ad0cf549f,1744.81,2025-09-28,verified,2025-09-14T03:09:29Z
d9a399da-fbad-431c-80d7-cd96c2b3403a,9e64bc29-06be-46a6-864e-0c47e815c740,3054.51,2025-09-12,awaiting_proof,2025-09-06T17:15:38Z
b63c7407-375e-4ef4-8e03-218cb2ca4458,8c7dfc88-f755-4c54-8243-49357806639e,6528.14,2025-07-09,under_review,2025-06-20T04:57:38Z
60bb14b7-08c8-44b1-b124-b09daf9875f9,7b9f7992-5827-4fbf-a412-bf54ec9e7894,7257.06,2025-07-30,refunded,2025-07-25T21:39:09Z
6f063fcb-0dd6-4727-b0ea-7e7f62f3fae1,b8a08900-819f-4188-afc6-29ee37447c63,3809.14,2025-04-29,refunded,2025-04-25T11:37:04Z
b2d6a8fb-0be4-45fa-baac-7f04c42dbb50,2aca941f-5631-41ff-a925-65a92825679d,3722.06,2025-08-27,awaiting_proof,2025-08-07T08:57:08Z
8ec36fa7-3a9f-4a2b-809d-2eda5bd7161d,ab238116-0c8f-48aa-828c-fe89c38d8f7b,5334.39,2025-07-16,verified,2025-07-10T17:21:47Z
514b9932-3042-4cb9-8835-b7e584c1a1ce,d46dfcda-1239-4974-8f56-5b451d1df58e,7606.69,2025-05-01,verified,2025-04-19T18:51:47Z
916b385f-991f-4d39-b09f-26f33cd5f45b,46762833-c9a5-4b03-9f5d-da5c5be9c466,7663.03,2025-06-07,under_review,2025-05-26T14:20:23Z
6880d469-1044-4aa2-a9fd-b192ecc73ac6,f1767801-bb86-4348-af34-fb071e6b943e,4848.81,2025-04-26,awaiting_proof,2025-04-20T17:18:34Z
b5225f8b-869f-40b4-8ce6-058208339e5e,1a391dfe-8954-4d0c-bc25-ec6102195133,2056.92,2025-06-08,under_review,2025-05-28T07:30:57Z
1a43df48-4c3d-4ac2-ac75-67dd472b3d8f,9dfc50c9-7df7-49b4-b69c-8766166ffe65,5990.77,2025-04-27,awaiting_proof,2025-04-21T21:37:39Z
17636eca-5890-4182-8175-5674bb19b273,f45547d8-f977-441f-9a21-8e7e77407d06,1668.61,2025-06-11,rejected,2025-06-05T04:23:49Z
4da64055-2ab6-481e-8b95-4891e0993b8f,3fe62242-6143-4812-a644-5f61a90d267d,6326.77,2025-07-10,awaiting_proof,2025-07-05T05:04:06Z
4579fd3e-f60c-4638-8a49-260b43dac193,8b16a444-3487-4b6e-b0a1-f37eec0c5511,7924.57,2025-09-02,verified,2025-08-14T18:31:17Z
4907b0ce-92bd-4b28-b9c4-62e1e65d0a44,1c388d12-93ce-4a39-8f76-e4e57bf83a72,6619.47,2025-08-26,awaiting_proof,2025-08-06T22:00:52Z
c4f588ac-66d3-47b9-9031-adacae4152fd,3e2187c7-2ea8-4f3d-8405-38921db17573,4123.28,2025-05-24,rejected,2025-05-05T08:52:08Z
b64fa2fe-543a-4f2a-9036-1e1396940dfe,56b4a179-8fab-4b80-875d-99895db556af,7660.67,2025-05-02,rejected,2025-04-18T09:52:34Z
6181f21e-f4c3-4454-a153-c7afdac2ee02,3f850f4a-1c83-4fea-a620-bde186b29146,3751.14,2025-05-20,refunded,2025-05-05T19:53:09Z
3da5cb5a-080d-48ec-9b56-0381478f63a1,44218d2b-6991-4e51-aa06-6d8731ed45a0,6327.46,2025-06-05,under_review,2025-06-02T13:09:25Z
a38a7c14-391a-4a28-9a65-af6f7f91c330,830258f2-e28a-4c25-9e69-f82dcfacf7fa,5586.51,2025-08-02,awaiting_proof,2025-07-15T14:07:04Z
d14e2b8d-cca1-4f0d-bb4f-67b208f7d105,21bd0224-0e56-4c16-a5b9-d8aa458e189e,6327.46,2025-08-06,verified,2025-07-30T04:30:40Z
521bbd61-fc4c-4f31-9183-5a9b3ba514b0,498d22c3-7890-4a9d-aa7f-5ba0b43c6d45,5331.61,2025-07-20,refunded,2025-07-16T04:29:39Z
296656d3-2c66-4923-aae5-afa8240cd1b2,f5c3a1bc-e961-4afe-aade-a1efa64fb63d,6327.46,2025-07-19,rejected,2025-07-02T06:41:25Z
25963975-7c1f-40e6-b50f-bcdc88f5d85d,b54d3079-3e8d-4c1d-b265-74bec826dc8e,4571.84,2025-07-04,under_review,2025-06-22T07:18:23Z
32cdfec0-41b8-4997-b6d8-0ccfc08eaf21,3d837ab7-d5a2-4760-bff4-cbffbbab7295,8651.76,2025-05-22,verified,2025-05-03T20:36:28Z
afbfd71e-d68c-4aa2-b9b3-c3ffbb3c758a,43966bc5-9620-4370-9708-ff4c6765f524,5961.81,2025-06-09,verified,2025-06-06T23:57:16Z
98a216f5-2d03-4098-9fd4-2124f8804c6c,c7c45cbe-a432-44c8-a372-3eabdac1b8c8,9795.10,2025-04-30,awaiting_proof,2025-04-22T08:58:56Z
6fe8a3cc-8bd9-4e22-88d7-35531d9878bb,4a300248-1add-493f-92d2-354d66d6f472,1848.41,2025-08-26,verified,2025-08-10T08:43:54Z
039c85a5-aa21-4586-a8ca-a3724185f44a,2687cef9-3178-477a-8577-ebdb1cf6ee6c,7323.20,2025-06-20,verified,2025-06-05T06:08:30Z
9aea4a60-f1c3-4a7d-abd2-e46797c7c29f,abb9c32c-fc1a-4e8e-a11a-eb08fdf9ea5d,3809.14,2025-09-16,verified,2025-09-05T07:00:30Z
883878f5-2ff4-4fd1-a5c6-8cf23f3cfe60,c7468d4a-ec97-4d8a-b298-3d63a041d5bd,6624.03,2025-05-14,awaiting_proof,2025-05-03T21:55:10Z
eda06145-a76c-4d18-941a-ea150fb92caf,a089b855-4f1b-4d65-ae2b-522e795995a5,4100.75,2025-08-30,rejected,2025-08-24T11:22:53Z
6e4347cd-c6c2-447d-a8db-49e31eb066f6,e0f95a3f-da53-489d-8f85-368789a4a943,8033.40,2025-09-06,awaiting_proof,2025-08-30T17:12:42Z
dbde5846-4772-4bd9-a429-5450e80ca2cf,bb01d87d-1c88-4e75-9727-7b567121e34e,1778.70,2025-10-02,under_review,2025-09-12T07:47:31Z
ea2f28ff-4a20-4652-b58b-17d4f9ed3066,2be63f6f-9885-4997-b995-4de3eacd7230,2125.30,2025-06-01,under_review,2025-05-17T00:57:18Z
c043f7f2-cd96-40ec-8dc9-e3ad539de63f,775f4a69-368d-437d-a736-06591702308c,1668.61,2025-08-29,awaiting_proof,2025-08-24T23:23:43Z
b6af067e-baf4-420c-9d90-99ed7b8ba2f1,8098cb11-5eb4-4dfa-8cc2-c972f11e90c9,6468.31,2025-06-23,under_review,2025-06-19T19:12:16Z
cd30f3e8-8a1a-4e7b-84f5-ef2f073bc208,9fe1d39f-5572-4164-a34f-8591ef9948eb,1744.81,2025-07-11,refunded,2025-07-06T17:27:51Z
a3f17217-d66c-4624-b6f0-43e57372d114,48751f0f-b030-4d61-8a1a-d3f256572b26,7888.01,2025-08-12,verified,2025-08-07T12:04:27Z
74f53435-56c6-497a-a0d3-4555b6a78314,95241c72-ffec-4a45-81bf-1f89f00b163e,2577.49,2025-08-14,verified,2025-08-08T21:51:50Z
79437351-1aa1-405b-a2f3-b3e5e9bb9617,78b62624-779c-42c3-bb4c-c6addb4e2f33,7890.64,2025-07-13,refunded,2025-07-05T10:16:07Z
0e353359-fd84-4028-8733-bd4da3509705,b16720c7-f986-403e-bc18-48cae776bebb,3944.07,2025-05-02,refunded,2025-04-28T07:38:21Z
126ab6b0-cf0f-478f-baa0-b788ae2bb7e6,e602a240-0dcf-4ab8-a6f6-f921d93d55c5,3633.26,2025-06-26,awaiting_proof,2025-06-08T17:49:11Z
0d9f31b3-bb4e-4978-a0d6-c3eef6318231,9088e7c3-39ba-4502-ad16-475f0719e6dd,4100.75,2025-05-18,verified,2025-05-14T22:36:49Z
ab0b8fca-b0b6-4688-8f4e-ce51d81d6149,636a77a5-6bec-4f10-8956-90f7291c4c5d,2204.17,2025-05-08,verified,2025-05-05T16:25:22Z
068b7921-505e-442f-be53-816443754701,52f80931-7cd7-458c-81b9-a5b3dd945a12,3235.60,2025-05-30,verified,2025-05-14T15:35:36Z
620839e7-98e7-4fee-bcc2-d6522207cf64,c6a04fd3-6834-40b4-94a3-d9f82e659dbe,7919.74,2025-08-19,under_review,2025-08-11T17:14:50Z
4a595255-3569-432a-b56e-c03b5e030915,44e43061-d77b-478d-afd8-ea706bfd8b8a,5619.35,2025-04-26,verified,2025-04-18T02:47:07Z
01e93d65-fb06-49df-a1a0-546718df3978,d7b09ffd-2c69-498a-a438-e61ca85f0fc6,4694.56,2025-05-24,awaiting_proof,2025-05-15T05:24:51Z
abfa0d22-ba74-4fcd-80c1-901ff06c946c,763dc69c-3a2d-40ef-962d-a8d028bcd06c,4388.89,2025-05-15,awaiting_proof,2025-05-01T11:52:44Z
402b5a36-c80b-4689-9091-b86968624778,d8203f57-72f5-4d93-b216-a0082af0b38d,8850.36,2025-05-30,verified,2025-05-14T07:04:01Z
3a5c2609-cfc3-4e54-9474-7d1402168237,5fd82eb0-7023-4240-981e-ce9db9b94729,7687.16,2025-07-12,verified,2025-06-26T12:18:29Z
9ffedc9a-da91-4612-a2f4-b0954fa29f8f,3ad3696b-d84c-404b-bfbf-4910390788b9,6297.73,2025-07-07,awaiting_proof,2025-06-17T09:33:41Z
82599888-1980-4da2-87df-355868e8eed2,84f6b572-e64b-406e-bc3e-1dd79031e94d,5063.36,2025-07-04,verified,2025-06-23T18:44:10Z
19b8676c-db8f-4d2e-b148-316f96ff0659,66eef71a-f977-4762-8685-da0783923838,8890.94,2025-05-11,awaiting_proof,2025-05-06T06:51:56Z
3c393061-c497-49ce-9868-651af63b7c94,c21a33ca-566a-47c8-ab07-d171c32c87c4,2868.68,2025-08-12,awaiting_proof,2025-08-03T00:26:59Z
ca1d38a3-ffdf-447a-a222-ae80a7b6b45a,14be0f73-c2ba-44ac-9cab-9f2fbff42b75,5961.81,2025-05-19,under_review,2025-05-01T09:09:18Z
0f44984d-de3b-484f-93c4-9bfcdd108de8,30defed1-5df3-4e37-bf12-ca1ed429866b,6528.14,2025-07-09,verified,2025-06-20T11:09:09Z
c7184903-b6f2-4acb-9548-fdc6c164a756,5faf97e2-3921-4bd9-a621-1961df53162f,9892.87,2025-08-30,verified,2025-08-25T03:15:13Z
84c89b25-07e5-40ed-8af6-f24f8c86727b,e71c215a-19f8-47f8-bdb2-af72ebeb60f7,7283.25,2025-05-11,under_review,2025-04-24T01:17:30Z
cf4a7a3e-b416-41fc-9b0a-3e488e156fea,67e61e70-b21a-4f65-b071-8cc59b78ec8b,3855.56,2025-06-17,under_review,2025-05-30T10:26:04Z
