payment_id,invoice_id,paid_amount,paid_at,method,proof_url,verify_status,verified_by,verified_at,verify_note
5d4c24bb-4572-46e2-9054-89d69373c701,f86b4bcc-20f2-4d03-a918-fd96da5cd11e,6155.47,2025-06-08T01:16:43Z,online,https://storage.googleapis.com/proofs/f86b4bcc-20f2-4d03-a918-fd96da5cd11e.jpg,verified,4695ed77-96b5-4555-a18d-6c14311baf8c,2025-06-12T01:16:43Z,OK
39246231-b340-42ec-a934-212a62a4ff65,88dffe91-2339-41ff-82c5-f710f5933358,5231.20,2025-08-16T19:27:55Z,online,https://storage.googleapis.com/proofs/88dffe91-2339-41ff-82c5-f710f5933358.jpg,verified,d93f0921-bcd2-4590-a837-891078d08fe8,2025-08-24T19:27:55Z,OK
fe2ba82e-4099-4665-b667-4780464e0cce,d934b49c-e0a3-4a37-bc65-500a40d325c8,2885.11,2025-06-30T16:28:50Z,bank_transfer,https://storage.googleapis.com/proofs/d934b49c-e0a3-4a37-bc65-500a40d325c8.jpg,verified,d93f0921-bcd2-4590-a837-891078d08fe8,2025-07-08T16:28:50Z,OK
5baa4210-119f-46f3-95e3-fd4632ebab6c,889fb2c5-b0f2-47ae-ae3f-bcba8d390bcf,6239.91,2025-04-23T09:36:31Z,bank_transfer,https://storage.googleapis.com/proofs/889fb2c5-b0f2-47ae-ae3f-bcba8d390bcf.jpg,verified,f08a689e-ac96-4a02-becc-822cfa936905,2025-05-05T09:36:31Z,OK
ba752124-6d0d-4e6d-9f2b-9479a401aa03,174f003e-7b30-4a5e-a380-84e3d9814374,5258.87,2025-05-26T23:34:50Z,cash,https://storage.googleapis.com/proofs/174f003e-7b30-4a5e-a380-84e3d9814374.jpg,pending,,,
6edd7544-5be1-436d-a628-22b6be6a684e,4e888d0b-62ee-44cd-85fa-30a25d1c1b08,6618.22,2025-05-12T09:37:10Z,online,https://storage.googleapis.com/proofs/4e888d0b-62ee-44cd-85fa-30a25d1c1b08.jpg,verified,d93f0921-bcd2-4590-a837-891078d08fe8,2025-05-15T09:37:10Z,OK
c0742c94-50c5-497a-927f-0a3193166c65,22c3e04e-45ab-46f1-8fc5-01307f1b3373,5500.22,2025-06-30T01:04:10Z,card,https://storage.googleapis.com/proofs/22c3e04e-45ab-46f1-8fc5-01307f1b3373.jpg,pending,,,
30ca6ebf-7b15-4dc8-8f4f-790639d31e8b,628284cb-68af-4121-8fb4-d39b15e87dd5,5612.12,2025-05-08T21:17:14Z,online,https://storage.googleapis.com/proofs/628284cb-68af-4121-8fb4-d39b15e87dd5.jpg,verified,9e522624-1f97-4302-9465-85b04a9b0e81,2025-05-07T21:17:14Z,OK
5b8d7d2e-aa56-4716-8cab-6a693e866056,3e8b3e47-8c45-43c1-a6e8-3cfbc766e0ae,8556.38,2025-08-19T18:25:09Z,card,https://storage.googleapis.com/proofs/3e8b3e47-8c45-43c1-a6e8-3cfbc766e0ae.jpg,verified,4695ed77-96b5-4555-a18d-6c14311baf8c,2025-08-16T18:25:09Z,OK
4309b8d2-9ebf-46ce-b9f8-9e821db0b063,4aa29bfc-58bd-48b6-9d50-635186358efe,3457.03,2025-06-09T12:55:47Z,bank_transfer,https://storage.googleapis.com/proofs/4aa29bfc-58bd-48b6-9d50-635186358efe.jpg,rejected,,,Mismatch
0a8a234d-dc97-4048-b0a8-934e36c58b84,282c2704-e22c-4a44-bb57-f6be13c14435,7326.60,2025-05-01T10:48:10Z,cash,https://storage.googleapis.com/proofs/282c2704-e22c-4a44-bb57-f6be13c14435.jpg,verified,4695ed77-96b5-4555-a18d-6c14311baf8c,2025-05-01T10:48:10Z,OK
d6e914e9-3212-44a1-ae78-7c3edaf6eb4c,02073c79-808d-4f73-b950-cdb7aa781b71,9082.36,2025-06-22T00:12:35Z,bank_transfer,https://storage.googleapis.com/proofs/02073c79-808d-4f73-b950-cdb7aa781b71.jpg,verified,f08a689e-ac96-4a02-becc-822cfa936905,2025-06-26T00:12:35Z,OK
cc65bd43-b425-4a4c-acc2-7f12a5a239aa,43118167-59fb-440e-b507-f16d04e3caf8,9084.92,2025-05-16T22:40:42Z,online,https://storage.googleapis.com/proofs/43118167-59fb-440e-b507-f16d04e3caf8.jpg,verified,f08a689e-ac96-4a02-becc-822cfa936905,2025-05-24T22:40:42Z,OK
e507390a-e4b9-47d6-9257-3e19b8d8e47b,d38c2d10-d24f-41f5-bcf7-80d6cb570dbb,1768.07,2025-07-23T07:27:14Z,bank_transfer,https://storage.googleapis.com/proofs/d38c2d10-d24f-41f5-bcf7-80d6cb570dbb.jpg,verified,4695ed77-96b5-4555-a18d-6c14311baf8c,2025-07-21T07:27:14Z,OK
3a141c39-5a18-45eb-8b99-1e0e060075f3,9d4f33f0-5451-4b8a-824c-85207e33f225,7273.32,2025-08-05T06:05:30Z,bank_transfer,https://storage.googleapis.com/proofs/9d4f33f0-5451-4b8a-824c-85207e33f225.jpg,verified,d93f0921-bcd2-4590-a837-891078d08fe8,2025-08-18T06:05:30Z,OK
c0753f48-0093-4139-a880-bcee03268cbe,a398c0a8-ae70-47d4-aec9-871b9c146a3f,9075.39,2025-06-15T13:27:02Z,cash,https://storage.googleapis.com/proofs/a398c0a8-ae70-47d4-aec9-871b9c146a3f.jpg,pending,,,
7364ae55-5d22-48b9-8160-13b2e9adc7a7,18a66f23-8db0-4cb0-aae4-4e9145a26764,6999.49,2025-05-30T15:25:55Z,bank_transfer,https://storage.googleapis.com/proofs/18a66f23-8db0-4cb0-aae4-4e9145a26764.jpg,verified,54d74db3-6d7a-4c4d-98a8-6abbda4ba1b6,2025-06-07T15:25:55Z,OK
b8357568-6fd5-4140-be03-647ede06699e,d40d8e77-efe9-4dc0-b7c9-5125d27219e4,4035.90,2025-07-30T05:05:41Z,bank_transfer,https://storage.googleapis.com/proofs/d40d8e77-efe9-4dc0-b7c9-5125d27219e4.jpg,pending,,,
00efdd78-ddbe-401f-9d13-5a59adf96dc5,ebc2a034-0c4b-446d-8471-81dfb8daeefd,7232.79,2025-05-23T22:07:18Z,card,https://storage.googleapis.com/proofs/ebc2a034-0c4b-446d-8471-81dfb8daeefd.jpg,pending,,,
5a88349e-3ba6-4f41-8acb-771e92132624,45d223f5-6971-4da2-b1e6-9b634603dccc,6274.81,2025-07-17T07:12:50Z,cash,https://storage.googleapis.com/proofs/45d223f5-6971-4da2-b1e6-9b634603dccc.jpg,verified,4695ed77-96b5-4555-a18d-6c14311baf8c,2025-07-17T07:12:50Z,OK
db322934-32ee-4a5c-9691-e831b7c63687,e4f13f4c-9c5f-463c-a39f-f6265f788881,9493.09,2025-08-19T15:35:21Z,bank_transfer,https://storage.googleapis.com/proofs/e4f13f4c-9c5f-463c-a39f-f6265f788881.jpg,verified,9e522624-1f97-4302-9465-85b04a9b0e81,2025-08-18T15:35:21Z,OK
9a754164-2f91-450c-9de4-7fa7fa8c5fa4,ae2e0909-973c-47dd-9efe-2bbeb02f6195,5053.03,2025-07-07T23:21:47Z,bank_transfer,https://storage.googleapis.com/proofs/ae2e0909-973c-47dd-9efe-2bbeb02f6195.jpg,pending,,,
5b04cbd2-506d-4aa6-8f18-e02d0a035171,1e1cccac-18b8-4b95-b16c-7aa1a5772e55,3472.14,2025-05-23T21:21:27Z,cash,https://storage.googleapis.com/proofs/1e1cccac-18b8-4b95-b16c-7aa1a5772e55.jpg,verified,54d74db3-6d7a-4c4d-98a8-6abbda4ba1b6,2025-05-30T21:21:27Z,OK
6dc0a764-7397-4cab-9bf4-1ca52ca63caf,816ce9d4-4837-4e28-b8a6-4abded7b0f63,5851.60,2025-08-24T15:47:01Z,online,https://storage.googleapis.com/proofs/816ce9d4-4837-4e28-b8a6-4abded7b0f63.jpg,pending,,,
b04ca5b4-cd77-49e7-846d-e2f7cdbfe439,c7ffb8b2-bc84-48ef-a22f-5b5a4a2829c4,7619.50,2025-05-24T07:19:02Z,cash,https://storage.googleapis.com/proofs/c7ffb8b2-bc84-48ef-a22f-5b5a4a2829c4.jpg,pending,,,
82dad3be-fa8d-4c95-99b5-1aca618ca758,938bb0e0-2c69-4a5a-865d-cb37f6124ae7,3167.89,2025-06-10T19:26:33Z,online,https://storage.googleapis.com/proofs/938bb0e0-2c69-4a5a-865d-cb37f6124ae7.jpg,verified,4695ed77-96b5-4555-a18d-6c14311baf8c,2025-06-07T19:26:33Z,OK
839f39c6-4e50-4b23-bee6-a81a0a52ea42,0ef0f873-fabe-41c3-b3f5-549cff313a7b,6852.77,2025-09-13T23:41:16Z,cash,https://storage.googleapis.com/proofs/0ef0f873-fabe-41c3-b3f5-549cff313a7b.jpg,verified,54d74db3-6d7a-4c4d-98a8-6abbda4ba1b6,2025-09-15T23:41:16Z,OK
c893e513-b2ae-43ec-9771-dfb8cc32d57b,e391034b-8867-4b90-bf77-1c653e0caa6c,3199.32,2025-06-02T01:43:10Z,online,https://storage.googleapis.com/proofs/e391034b-8867-4b90-bf77-1c653e0caa6c.jpg,verified,54d74db3-6d7a-4c4d-98a8-6abbda4ba1b6,2025-06-10T01:43:10Z,OK
b7347bef-b3d6-451e-938a-09d774672aad,b141aa4f-b703-47fc-a04a-feafcd483732,3322.36,2025-04-30T22:49:20Z,online,https://storage.googleapis.com/proofs/b141aa4f-b703-47fc-a04a-feafcd483732.jpg,verified,4695ed77-96b5-4555-a18d-6c14311baf8c,2025-04-30T22:49:20Z,OK
5cff6f6f-fbb5-42e0-9435-4b0ffd9e6aa0,6b7b1a34-868a-4815-95df-3b54c86d2251,9607.31,2025-07-27T00:04:47Z,online,https://storage.googleapis.com/proofs/6b7b1a34-868a-4815-95df-3b54c86d2251.jpg,pending,,,
6e0b06a4-4b97-4d9b-a7c3-bb34bac449bf,2b1cf397-82e8-42bb-b23e-dc652877fe8f,4671.71,2025-09-14T01:03:36Z,bank_transfer,https://storage.googleapis.com/proofs/2b1cf397-82e8-42bb-b23e-dc652877fe8f.jpg,verified,9e522624-1f97-4302-9465-85b04a9b0e81,2025-09-21T01:03:36Z,OK
ed27cd5d-b014-4e54-aa8a-32169f16aa2c,eb146887-20a0-47d3-a478-3170755d695d,1919.39,2025-05-21T05:32:36Z,cash,https://storage.googleapis.com/proofs/eb146887-20a0-47d3-a478-3170755d695d.jpg,verified,d93f0921-bcd2-4590-a837-891078d08fe8,2025-06-03T05:32:36Z,OK
fc0695f1-27bd-4cf1-b1c1-62d866a99840,1be25d09-d5c4-4f9a-baea-e4d17c4209a1,4122.60,2025-08-08T20:36:19Z,card,https://storage.googleapis.com/proofs/1be25d09-d5c4-4f9a-baea-e4d17c4209a1.jpg,pending,,,
fe1a684d-bfab-47f9-acb3-409cc52a27d6,106b8555-9cba-41a3-9d67-7837a43a49be,2182.84,2025-09-14T05:17:44Z,card,https://storage.googleapis.com/proofs/106b8555-9cba-41a3-9d67-7837a43a49be.jpg,verified,9e522624-1f97-4302-9465-85b04a9b0e81,2025-09-22T05:17:44Z,OK
640f9303-fc65-435c-b189-7e692d33454b,32ba8c16-8616-44fe-8ad1-fb75892b8aa3,6138.23,2025-08-26T02:26:51Z,cash,https://storage.googleapis.com/proofs/32ba8c16-8616-44fe-8ad1-fb75892b8aa3.jpg,verified,f08a689e-ac96-4a02-becc-822cfa936905,2025-09-07T02:26:51Z,OK
fc37a53d-d698-478e-8ca0-b9c548191e3e,a2d47d35-c5a9-4692-a5b1-3d9bc99b505f,8943.06,2025-05-17T04:32:05Z,online,https://storage.googleapis.com/proofs/a2d47d35-c5a9-4692-a5b1-3d9bc99b505f.jpg,verified,d93f0921-bcd2-4590-a837-891078d08fe8,2025-05-22T04:32:05Z,OK
46ffc3f6-a16f-4b30-9dbf-b94a8034a256,c9f769ed-ca28-4bf1-a603-51869723cc8c,5224.85,2025-06-25T07:11:12Z,bank_transfer,https://storage.googleapis.com/proofs/c9f769ed-ca28-4bf1-a603-51869723cc8c.jpg,verified,9e522624-1f97-4302-9465-85b04a9b0e81,2025-06-30T07:11:12Z,OK
80ccedca-8663-43c6-a8e3-d577949fb20d,dc688238-f9f5-45c0-8d2d-a6f1afcf2c0d,7468.67,2025-08-02T04:57:02Z,cash,https://storage.googleapis.com/proofs/dc688238-f9f5-45c0-8d2d-a6f1afcf2c0d.jpg,verified,4695ed77-96b5-4555-a18d-6c14311baf8c,2025-07-25T04:57:02Z,OK
d4acac74-1728-42bb-84fa-33d297f715d9,24fa36b2-3f65-410f-88df-052e631c700f,8284.97,2025-05-09T04:18:19Z,online,https://storage.googleapis.com/proofs/24fa36b2-3f65-410f-88df-052e631c700f.jpg,verified,54d74db3-6d7a-4c4d-98a8-6abbda4ba1b6,2025-05-03T04:18:19Z,OK
bc9d0787-d00e-45dd-82c9-bd27e80273a3,32434982-e20b-47be-a5c0-d404a4e5365c,9174.63,2025-06-11T18:27:54Z,card,https://storage.googleapis.com/proofs/32434982-e20b-47be-a5c0-d404a4e5365c.jpg,verified,4695ed77-96b5-4555-a18d-6c14311baf8c,2025-06-19T18:27:54Z,OK
eaf2c861-87dd-4cc4-a97e-e16124dcee64,7b0db762-c02f-42bc-b3cb-ca75b84ccbd5,6347.04,2025-05-19T23:52:31Z,online,https://storage.googleapis.com/proofs/7b0db762-c02f-42bc-b3cb-ca75b84ccbd5.jpg,pending,,,
7bcbe4ff-4c4c-4eee-954c-555db8fa7c65,a0d5ce36-7039-4a29-8e2c-af27d38ca102,5408.16,2025-06-23T19:38:14Z,online,https://storage.googleapis.com/proofs/a0d5ce36-7039-4a29-8e2c-af27d38ca102.jpg,pending,,,
782c086e-bfae-410e-9524-4db7d09c6f90,18feee40-fd51-4eae-aa3c-0b78b90d8b2b,5544.32,2025-05-20T11:30:01Z,online,https://storage.googleapis.com/proofs/18feee40-fd51-4eae-aa3c-0b78b90d8b2b.jpg,pending,,,
3332677f-b8fa-46ec-8eed-5e15c1293a92,2d60f793-11b5-4e6b-a4a1-eeafa29a1cb0,4370.52,2025-05-21T20:56:38Z,card,https://storage.googleapis.com/proofs/2d60f793-11b5-4e6b-a4a1-eeafa29a1cb0.jpg,verified,9e522624-1f97-4302-9465-85b04a9b0e81,2025-05-16T20:56:38Z,OK
2bf231c0-f20e-42a1-be13-67888c4474ca,74e37cff-3d9c-4a13-9c3b-60b22c623c03,1914.33,2025-08-15T00:28:03Z,cash,https://storage.googleapis.com/proofs/74e37cff-3d9c-4a13-9c3b-60b22c623c03.jpg,verified,d93f0921-bcd2-4590-a837-891078d08fe8,2025-08-19T00:28:03Z,OK
32183e31-61c9-406b-932b-d1c15cdebc78,316ffc47-0537-4067-9595-f025e9efd3ae,2833.98,2025-04-21T04:50:01Z,card,https://storage.googleapis.com/proofs/316ffc47-0537-4067-9595-f025e9efd3ae.jpg,verified,9e522624-1f97-4302-9465-85b04a9b0e81,2025-05-03T04:50:01Z,OK
838567fb-cc1b-4be7-8e4a-43ee88ae0c18,7bab5c9b-82fb-4c77-a298-d9f03c0eb722,3775.17,2025-07-13T12:23:53Z,cash,https://storage.googleapis.com/proofs/7bab5c9b-82fb-4c77-a298-d9f03c0eb722.jpg,pending,,,
612cb87a-3b30-4fa9-a509-cdcb32b48881,e36dfa3d-d40f-458c-9ffb-27c3075994f2,7150.93,2025-05-31T21:45:33Z,online,https://storage.googleapis.com/proofs/e36dfa3d-d40f-458c-9ffb-27c3075994f2.jpg,verified,f08a689e-ac96-4a02-becc-822cfa936905,2025-06-06T21:45:33Z,OK
924d5f48-bbee-47ac-a157-c5274aaf9119,61047604-471d-42c5-97b4-8443eb1a702d,3967.13,2025-06-26T11:11:41Z,online,https://storage.googleapis.com/proofs/61047604-471d-42c5-97b4-8443eb1a702d.jpg,pending,,,
79b187ce-5639-474e-aaec-6430f5a2be47,946b3917-957e-43d7-b3b0-e446e3d774ee,4007.07,2025-07-20T07:27:58Z,bank_transfer,https://storage.googleapis.com/proofs/946b3917-957e-43d7-b3b0-e446e3d774ee.jpg,pending,,,
f4a29e95-ae21-461d-a33f-484da7e9934b,36c4ee78-6db2-4024-98c6-734603900729,7825.05,2025-08-09T02:13:32Z,card,https://storage.googleapis.com/proofs/36c4ee78-6db2-4024-98c6-734603900729.jpg,pending,,,
7d0f64ca-ae13-41bd-b9c4-0f89119c9c0d,ccd88846-0f46-4f0d-9c00-e54c2f41a8e7,5703.54,2025-05-15T21:42:55Z,bank_transfer,https://storage.googleapis.com/proofs/ccd88846-0f46-4f0d-9c00-e54c2f41a8e7.jpg,pending,,,
92002fc5-9366-483f-96c3-85910f05cc1d,879c36b4-7d20-46c5-8cd3-f56ee86d3432,5508.94,2025-08-01T18:20:26Z,bank_transfer,https://storage.googleapis.com/proofs/879c36b4-7d20-46c5-8cd3-f56ee86d3432.jpg,pending,,,
61dcb03c-61b7-430c-86ae-099b3f85aa4a,934268c4-0f21-421c-aae1-19f676a31e94,2204.90,2025-05-21T09:57:21Z,online,https://storage.googleapis.com/proofs/934268c4-0f21-421c-aae1-19f676a31e94.jpg,rejected,,,Mismatch
218c885a-2a66-4eed-9119-e28b445f03f8,f47a8f27-67bc-4870-a15c-873ea0bd0199,8113.98,2025-05-17T08:12:50Z,online,https://storage.googleapis.com/proofs/f47a8f27-67bc-4870-a15c-873ea0bd0199.jpg,verified,4695ed77-96b5-4555-a18d-6c14311baf8c,2025-05-14T08:12:50Z,OK
7a3e0a76-c353-404d-acfb-3a0740c098d7,bca2b1dd-04a7-4a5e-8544-da7b7f6d8cd8,5470.80,2025-08-09T19:14:34Z,card,https://storage.googleapis.com/proofs/bca2b1dd-04a7-4a5e-8544-da7b7f6d8cd8.jpg,pending,,,
974f0357-4db0-4a0a-a9a8-57e3d9444481,a2e50101-5984-4cc4-8924-e2f15b65d61b,6668.28,2025-06-12T11:18:23Z,cash,https://storage.googleapis.com/proofs/a2e50101-5984-4cc4-8924-e2f15b65d61b.jpg,verified,9e522624-1f97-4302-9465-85b04a9b0e81,2025-06-20T11:18:23Z,OK
ea01bf81-27b7-4024-b4a2-a07df49bd1e8,ae84e73f-4f1a-4626-97ed-3b17dcca59fe,1803.40,2025-08-03T15:31:07Z,cash,https://storage.googleapis.com/proofs/ae84e73f-4f1a-4626-97ed-3b17dcca59fe.jpg,pending,,,
1aa26982-e1b1-4b92-a6a0-d0ec6cc04f40,83a23c36-6a09-4b16-8b9c-cc25d7d2fc46,2774.04,2025-07-25T22:06:00Z,cash,https://storage.googleapis.com/proofs/83a23c36-6a09-4b16-8b9c-cc25d7d2fc46.jpg,verified,54d74db3-6d7a-4c4d-98a8-6abbda4ba1b6,2025-07-31T22:06:00Z,OK
143aa086-4049-460d-be5b-a95ba646f523,b310027a-462a-4807-bab8-d88034ecca6c,7018.26,2025-08-03T00:37:34Z,bank_transfer,https://storage.googleapis.com/proofs/b310027a-462a-4807-bab8-d88034ecca6c.jpg,verified,f08a689e-ac96-4a02-becc-822cfa936905,2025-08-02T00:37:34Z,OK
eea53a33-1091-41ac-a847-2affc679af5f,201cce9d-b3d3-465e-b48f-5b826c7e9521,7772.14,2025-09-11T09:03:27Z,online,https://storage.googleapis.com/proofs/201cce9d-b3d3-465e-b48f-5b826c7e9521.jpg,pending,,,
b11db178-3f4c-4696-b182-7d1e9f82d10a,a34baab6-4cfb-4fc8-b244-9c4c3f1bb1c5,8908.99,2025-08-07T03:37:07Z,card,https://storage.googleapis.com/proofs/a34baab6-4cfb-4fc8-b244-9c4c3f1bb1c5.jpg,pending,,,
180ed3a2-5307-4694-a59f-4fec54a666b7,a118c0bb-fe20-4599-8e55-2361b1bffc03,9045.23,2025-05-03T05:07:19Z,bank_transfer,https://storage.googleapis.com/proofs/a118c0bb-fe20-4599-8e55-2361b1bffc03.jpg,verified,9e522624-1f97-4302-9465-85b04a9b0e81,2025-05-09T05:07:19Z,OK
c1c8e1ba-23ca-4192-bb08-563bd9f67d14,6e1300ef-7593-497d-81fb-51caf93aec1a,2746.53,2025-08-14T01:07:12Z,bank_transfer,https://storage.googleapis.com/proofs/6e1300ef-7593-497d-81fb-51caf93aec1a.jpg,verified,54d74db3-6d7a-4c4d-98a8-6abbda4ba1b6,2025-08-20T01:07:12Z,OK
3c9bbc7f-017e-4088-8053-9c023f837643,78171338-3b38-43cb-a772-02736c8569f4,5186.81,2025-09-07T21:23:43Z,cash,https://storage.googleapis.com/proofs/78171338-3b38-43cb-a772-02736c8569f4.jpg,verified,f08a689e-ac96-4a02-becc-822cfa936905,2025-09-07T21:23:43Z,OK
49df453b-b809-415b-a3f3-02419f3a384c,3ebe3f3e-2093-4755-8323-102f044d9331,1700.24,2025-09-17T03:09:29Z,bank_transfer,https://storage.googleapis.com/proofs/3ebe3f3e-2093-4755-8323-102f044d9331.jpg,verified,9e522624-1f97-4302-9465-85b04a9b0e81,2025-09-26T03:09:29Z,OK
09ec1440-6008-42ed-b62a-6f111635ef83,b63c7407-375e-4ef4-8e03-218cb2ca4458,6183.57,2025-06-23T04:57:38Z,cash,https://storage.googleapis.com/proofs/b63c7407-375e-4ef4-8e03-218cb2ca4458.jpg,pending,,,
e90e3012-9e5d-4478-8d5b-66d8ab86523a,60bb14b7-08c8-44b1-b124-b09daf9875f9,6745.96,2025-07-31T21:39:09Z,bank_transfer,https://storage.googleapis.com/proofs/60bb14b7-08c8-44b1-b124-b09daf9875f9.jpg,verified,f08a689e-ac96-4a02-becc-822cfa936905,2025-07-29T21:39:09Z,OK
976953f6-712d-431a-ae74-97afd577c6d4,6f063fcb-0dd6-4727-b0ea-7e7f62f3fae1,3550.40,2025-04-25T11:37:04Z,card,https://storage.googleapis.com/proofs/6f063fcb-0dd6-4727-b0ea-7e7f62f3fae1.jpg,verified,d93f0921-bcd2-4590-a837-891078d08fe8,2025-05-08T11:37:04Z,OK
af49e8a0-c7b7-4ed3-bbe7-4337bd59ab74,8ec36fa7-3a9f-4a2b-809d-2eda5bd7161d,5129.89,2025-07-16T17:21:47Z,cash,https://storage.googleapis.com/proofs/8ec36fa7-3a9f-4a2b-809d-2eda5bd7161d.jpg,verified,9e522624-1f97-4302-9465-85b04a9b0e81,2025-07-19T17:21:47Z,OK
e0cf66b4-5a04-4d40-b83a-83fe038cce4e,514b9932-3042-4cb9-8835-b7e584c1a1ce,7084.01,2025-04-26T18:51:47Z,online,https://storage.googleapis.com/proofs/514b9932-3042-4cb9-8835-b7e584c1a1ce.jpg,verified,4695ed77-96b5-4555-a18d-6c14311baf8c,2025-04-23T18:51:47Z,OK
a397828f-1a95-43b1-bc91-6d6b77a8ad18,916b385f-991f-4d39-b09f-26f33cd5f45b,7575.94,2025-05-27T14:20:23Z,card,https://storage.googleapis.com/proofs/916b385f-991f-4d39-b09f-26f33cd5f45b.jpg,pending,,,
78d5f088-d042-45a2-85b9-ea01cf8d6488,b5225f8b-869f-40b4-8ce6-058208339e5e,1862.56,2025-06-01T07:30:57Z,bank_transfer,https://storage.googleapis.com/proofs/b5225f8b-869f-40b4-8ce6-058208339e5e.jpg,pending,,,
b1653784-363b-44c4-af05-ae7a3b44f59c,17636eca-5890-4182-8175-5674bb19b273,1626.60,2025-06-15T04:23:49Z,online,https://storage.googleapis.com/proofs/17636eca-5890-4182-8175-5674bb19b273.jpg,rejected,,,Mismatch
