event_id,student_id,tutor_id,class_id,event_type,query_text,ts
87186231-5794-495f-b1f4-9d8c5b8b9190,e9fa1e66-8e58-4b27-b17f-86f7dfc8981d,0f6fc8e9-a72e-48b0-90c6-262b2e8438d5,070a81a3-b524-4599-a742-43183522cbb1,bookmark,,2025-08-08T04:07:05Z
c9a7014e-8b53-409d-be9d-a6fc5923fb87,3a9e7ee0-24a9-4fda-ae6d-417be8c79869,9907ee0a-0140-4e8f-805c-94e4be4ed80c,d890562a-0aa2-4ae4-8303-136b069e4c1d,click,,2025-08-25T19:39:33Z
9ee200f7-a8ae-4a9b-94dc-af87242824e3,b4d7d986-17b6-4d66-85d6-3e0f85ada3eb,fe83c5fe-91dc-48f4-9334-ce567299e235,ea2350a5-815b-46a6-850a-5195c837da79,click,,2025-07-09T04:07:50Z
05855c04-cbad-4b83-b559-2c32e0488387,f2d37ca3-46d2-4e2b-ad3b-55920a3b2950,df7fb23d-0651-4143-9051-b0de42f80e3d,4a167a72-59e0-41a0-8f24-5401d853cc8f,view_class,,2025-09-06T01:46:15Z
ac8103a6-aa5f-4119-8d12-eb4f7b298131,ccf515ce-94e4-40f9-9711-8bb78e56b57d,b6ce1be5-2d64-4538-b43c-e48bc2853afe,1b4a5836-5602-4fee-b95b-5c64a27a0b35,view_tutor,,2025-07-19T09:59:39Z
01fb9b4a-259b-4288-8561-1a8e921e7316,6811aba9-e875-4355-bb7a-1fedc9a08f07,19109da6-c342-4bbb-b532-bd742e1038f7,cce82ea7-0316-46df-920d-793bad5997d5,view_class,,2025-05-30T07:50:47Z
5b564acf-15fe-4412-a3e5-1965b91f12f6,ae7fce2b-14a1-425b-b7b5-1112204b45c8,8854704c-17d9-4461-9835-d95a940709cf,baa1acc8-654b-4285-b666-f73351b74e60,bookmark,,2025-07-20T15:59:48Z
7e714cba-2009-4878-853c-a4bf691dfd31,6c342b5e-67f7-4290-9669-bbee31d1f889,870776b4-560a-4893-b7ba-df67a3d424ef,326ca458-f1ab-4f56-90a8-9ea26bb35ef5,view_class,,2025-07-22T00:08:23Z
1aa029c3-ebe5-4219-b179-c79a3e6dc4ab,ed322b1a-4333-48ed-81e4-a11e36be2964,ad615e2a-337e-4a7d-b8f9-1c1f9520f27b,924e4540-a0c4-48b3-9de6-3cb88c4827fd,impression,,2025-05-21T01:41:06Z
68b58c6d-571a-4a74-a9f9-017ba7a72f84,f6ea1998-af92-4774-903b-cbb70ae4e660,319c0c87-0653-489e-a34d-d3cc5d47085e,c150aa10-49b1-45e9-bab0-82d06dead91c,view_class,,2025-08-14T19:14:21Z
14384ccc-9629-4e95-92b9-aeab6d07bf92,b8b8f3cc-2372-43a1-99dd-242fe5ffcd70,8c175bb4-720d-432c-ab7f-a2f24aace261,437aab8a-9ed5-4f7f-9251-5c6c7c1d240e,search,physics al,2025-08-28T06:29:36Z
9c8f1734-7e18-410c-8954-87eece0990b6,4d3fc268-0c6f-4749-a89b-f3cd6e1ae242,d5021962-995f-4694-9148-9daa1f921ac8,03d92391-c340-4782-8dc4-972a966b36d0,impression,,2025-08-27T04:27:21Z
193e118c-cc60-41ba-ad32-ef77aee88ab2,7e539c22-a0b3-4640-86a5-c5a40b7702ce,4e16cf8e-ac4a-454a-93fb-5bdc3e808b43,c9bb3789-294b-433a-9b45-6ee4e3283838,impression,,2025-05-24T20:33:18Z
cec0d8ea-4327-4aed-9f4d-15ae160def95,344f9ae9-3d72-4954-8f01-08eaf653b9a4,9907ee0a-0140-4e8f-805c-94e4be4ed80c,d1286bdb-a4a5-42b0-825b-801db1d74721,view_tutor,,2025-09-13T06:54:37Z
3086aa8d-5b50-44f2-8150-3d5457606399,8f3fd9c3-3225-422a-8f37-663f858997c0,66ee8817-f69b-449d-ad24-efc7a3043a08,2dacd7c0-89e0-424a-b91e-ab2835a78bd9,click,,2025-07-14T14:19:51Z
0893fdb2-6bb7-4986-a7fe-b4614cb3c24e,,8948274c-f863-4e05-a678-908e6ffe41cb,0649a553-8791-441b-ac6e-76111668960f,view_class,,2025-07-19T23:41:25Z
4d8a3808-0432-410b-97a2-73ac982d6384,a8b9ed34-ddd5-4985-b95f-dcc4ac3dc0d2,2b90f44d-05ec-4eda-bcf9-f58051ac2b9f,51adf5e2-6fcd-435d-93d5-b9754cbc9756,impression,,2025-05-20T13:30:56Z
26681837-4cd4-42ef-b33e-232b4bee3646,069a287c-a7f6-4d84-8685-3d584e516d51,b58e8abf-3cf9-4436-a7b4-09e81ad37216,68ac83e7-db09-4686-a1e3-4775f23ba0e4,click,,2025-08-01T06:12:30Z
2194f2db-8406-4ad9-941d-196d144955c7,3f1848ed-d4b0-430b-88cf-73ac20775fe6,450f4f26-1e64-4356-bb83-0dd586e77c73,47725f29-bfe2-42e1-a7ef-5862324307e3,view_class,,2025-07-19T19:38:34Z
bb007786-19bb-4e63-9667-7feeded76d7a,18127025-c867-414c-82d4-9c3fb01eef8f,432d43d6-459d-4c5f-9a9d-ca9290c7ff42,4d477089-d332-4f76-b091-67e3cd902f01,search,math grade 10,2025-09-08T14:05:15Z
610742ff-fa46-4ac7-b863-618fe9713ddd,a39c29bf-cd43-4b27-8d84-aac76b4675b1,a15c54fa-5444-4385-86a0-25860ababab1,998b68d8-00b3-434e-96dc-58726a0ead41,view_class,,2025-08-26T13:30:39Z
bc3e8cc4-228b-41e0-9e4e-62d71e5082d4,b75a6d5a-2563-428b-a8a4-8b786d1e9c68,8948274c-f863-4e05-a678-908e6ffe41cb,d0b7caff-747c-42e2-81a1-50e1ab1f63cb,click,,2025-09-07T08:29:40Z
099cb2e5-bdc9-4c92-b404-c1890b868020,07f71fcc-beee-4490-a940-dd80bd16bb2a,df7fb23d-0651-4143-9051-b0de42f80e3d,4a167a72-59e0-41a0-8f24-5401d853cc8f,impression,,2025-05-20T03:30:52Z
279d2989-69c7-4d0b-992f-0211c554f9b0,3e9da5dc-44aa-46a0-91d2-629dbb1658e9,df7fb23d-0651-4143-9051-b0de42f80e3d,f20ff36e-e92f-4c50-b37d-0d82f14339c1,enrol,,2025-06-13T10:41:53Z
89ca25d3-b7d5-4f30-8204-477b77539403,1569f5d2-f3dd-40f3-8f2b-13421194c5b5,925db68d-b37b-444c-a8bd-e9ea0d5e1c3d,79eed065-076e-4800-8255-3d3e0144f8d8,enrol,,2025-08-23T03:36:27Z
ec773f21-098a-4d24-897f-21353d07cccb,5156a683-663f-4361-bc3c-1aeb82633d46,8948274c-f863-4e05-a678-908e6ffe41cb,d0b7caff-747c-42e2-81a1-50e1ab1f63cb,impression,,2025-09-08T18:26:05Z
7e3eeaba-0411-4b87-93f8-cb9694cb9774,,66ee8817-f69b-449d-ad24-efc7a3043a08,5f93dcb3-4088-4d2d-928f-b15a4682db46,impression,,2025-08-01T08:33:22Z
5dc1e27a-9cc9-47da-b6f1-704215631d6b,2018bff9-9813-41fc-9046-24108c9a7664,e7c87fc7-22cd-486a-be24-10f99a0e93bf,d3b02d9b-39ff-4492-bd8d-dcc646eeac60,impression,,2025-06-29T10:43:08Z
be8041db-de80-41fb-9801-c26e1f29484d,ae7fce2b-14a1-425b-b7b5-1112204b45c8,5811ffe0-2d91-4a6a-9c56-c8bc609f6395,37dc6fbf-a08f-484d-bd4f-a4e2c627f1da,search,english colombo,2025-07-18T20:20:57Z
a3541a5a-f1c5-462f-a577-f1e13d8d41c4,aff8bfc1-2eaf-42ad-a53b-b287423f74c8,4b5da2b7-5f22-4529-9fad-05a5b02e6a54,4b5d2812-77fd-41f5-b8e3-1d846ac9db1b,view_class,,2025-06-19T23:15:18Z
4d7b2345-18c3-4d59-9f14-38664eaa4d69,d4e4d780-2ca1-4105-bcaa-ba76695dce01,e0707ea2-ada7-4654-acb4-5d43215bd3e1,8f3c9fdd-df13-4440-adbc-ae8d91959ac1,search,math grade 10,2025-08-12T11:35:38Z
11ffd7eb-5df4-4563-898c-d0903048eb6d,d3827215-607b-4b19-9552-9a85463c79f3,5df91105-c1d9-4906-be93-6fa46c52e201,7f3101ca-01ba-4ec7-85d2-4e4a94844b1a,impression,,2025-08-20T03:00:57Z
51dfbbcb-ad32-4ca5-9c7c-e0092f4c6983,,712eb715-f151-42b0-b511-8e9784c4cbc5,d412c54c-1b72-49c4-aeaf-0ba2b38d9b74,bookmark,,2025-08-28T01:41:31Z
7e85bc05-6589-4c61-8cd4-73a44a1f4e67,342660a8-dcb9-4279-bde0-28dc7bb163e7,5e6d6f5e-93bd-43be-a2c1-6d55212ac34d,db7a3946-a00f-438f-b68f-df54cf6f6be0,search,physics al,2025-08-11T11:57:39Z
f8291a18-4056-45d5-8dcb-19192a31814d,1390f18b-b0a0-4212-a7c0-79dea823d757,66ee8817-f69b-449d-ad24-efc7a3043a08,855b951a-5602-42e1-a769-d68fac9b281e,impression,,2025-05-26T10:33:26Z
b10ad821-ce18-4639-ba35-e0b904d37e5d,d7810b27-d946-4946-bca0-a2a783798b50,981d4bf6-c443-419c-b973-1ba7890fcbae,d5cfe899-bf1e-4bf6-b4ce-b89efeda5914,search,english colombo,2025-06-10T13:41:38Z
a161fc3a-7428-4d3f-991a-96472d07084b,6f9289b8-33dd-4e57-b9c8-aaf9ce367206,d4ccfa46-2a36-428d-85b4-fb7f48a8c3dc,49fb68c6-f89d-45bb-8771-6adc8a48300e,view_tutor,,2025-06-17T13:38:37Z
2f164ef3-61c8-4945-82ec-afa5f7b666a4,cb0671e9-2d46-41fc-b095-f5683cdb44b2,b39a5694-131a-44d5-b962-29a9380edbd2,47b209b4-5109-4450-87e6-aca607d47f04,impression,,2025-08-23T02:29:30Z
74e25da1-41df-4621-9b26-16ccd0b2d8ee,3f385257-0139-49bd-8458-3d6965d1716d,40224c4f-2328-4e79-a214-742e8e4bf6ca,c8560bb0-c8c7-4738-b562-99fe06a30386,impression,,2025-08-23T19:49:56Z
52f42b64-38bb-448c-ab2f-edff3688f568,a198b3ef-6a2c-4789-93cd-01f189358251,b0559ea1-e85f-4bdb-9146-6e651c38ca3b,c63e8370-5be4-41df-93ca-85afbd522036,click,,2025-07-29T17:31:08Z
7e05ee9b-9af6-4dd8-9840-c8621dcae766,20fa0dcb-ad9b-431a-9246-2b709ad39fce,36552e06-298b-4756-8fdf-f22749eda418,36369670-5620-47f3-b59b-cf564b734c2c,impression,,2025-09-08T23:59:07Z
d93ff684-8c77-4362-800c-7a028e333cc7,110d107c-b22e-402a-a6b9-b4b242b20c50,dddd3067-ce68-4043-a1c0-52122dd8d8e6,4e793846-81a3-476d-bdf7-00b1e7ada941,click,,2025-08-20T11:19:18Z
1c541792-339e-4bab-b1c5-1c9eb95fecf2,c4f17b77-d7d5-4474-8537-fd7ee4621be4,40224c4f-2328-4e79-a214-742e8e4bf6ca,fe5d6a93-60a2-4ee5-80b3-6717b960accd,impression,,2025-08-29T03:33:50Z
10745d54-b00b-4502-903d-0e1a79fdbd57,3dae436c-aa99-4c27-98e5-c2ab9498d91f,14ca1f44-2c3c-4734-9682-e44819dae09a,bbd81f1d-362c-4d6b-b9a8-667669e71706,view_class,,2025-07-28T03:58:04Z
3fc3603a-d62a-44d0-b639-c830175c9b08,df5e07ee-4fbc-4852-a0e3-18fdc3dbf1aa,017d8c3d-b9aa-4097-a257-529672d66cfb,8b1755f0-d7b2-4d2f-bdaa-da890abc03bf,impression,,2025-06-10T20:00:18Z
4488d9e6-952e-44de-a0a5-c924594b31d6,4ac7f7b7-02e2-4960-8d7d-c64a056e1310,2b90f44d-05ec-4eda-bcf9-f58051ac2b9f,4d1e1315-742f-45f6-8fae-cdfe1b218758,click,,2025-08-28T06:20:31Z
606a88b2-45ed-4443-9c2e-25e32acf3dc9,6ece571c-6916-466c-aae7-6d9389d2f8c7,f1223440-d568-46ad-b2ab-fd2b0199cca8,9a36736d-e27d-4c9e-98a7-83eb5f389db4,click,,2025-05-21T12:08:42Z
2f4be676-b338-48ff-9772-518ac272c679,9cf528ae-e7d3-4521-b80f-719c30d0a9fc,9dd99f42-3c94-44ff-8330-6c558f393549,1d188543-fa69-4530-b226-09b62b5a2f98,search,math grade 10,2025-07-04T13:08:34Z
42b7fe8f-7cab-4fbc-8e45-33286c8abc97,7a7b0e02-129c-4a17-b0ae-b20e2a6f17dd,b6ce1be5-2d64-4538-b43c-e48bc2853afe,c18a2d18-20ab-485e-932d-fcf057746199,impression,,2025-06-05T22:03:48Z
c6e10802-3381-45ed-9f02-3565c7ab5492,603e80c3-6fd5-4c2c-ad2a-6789bbf40e3c,fd59a461-c7ea-432a-b390-4eb924268613,c09ab6d3-7654-4105-abb1-3f20f4951e70,impression,,2025-06-11T22:05:50Z
f03db964-f1e4-481c-9791-fdfa470b6768,a2662709-36e3-4084-8d11-27dd634b4f99,48ac07a9-ed25-4968-a328-9aed94c32307,9c906d0a-a69b-4d7b-91dd-ad911d02bbc6,view_tutor,,2025-08-23T21:16:48Z
9b3e9f88-7b7e-40e4-963a-6878e1ac59c2,,361a8d6d-6f7b-4e53-9511-ebdbad292d87,61976089-8eac-4858-9fd0-cf619078e33d,view_tutor,,2025-05-25T03:45:27Z
29a22e68-37f6-44e3-ad04-89faff5020e1,027486f9-c89c-4471-9620-2fbc28ea1166,22c9f1f6-5e4b-4600-8b98-9b2d31d6e8fa,06e547a5-59df-44e0-ba0d-2b3e28d348cd,view_class,,2025-07-15T16:38:13Z
d0aca1df-06ef-46c2-b4e4-fc4472573808,4d3fc268-0c6f-4749-a89b-f3cd6e1ae242,dcee4380-235a-44d7-88a1-23f7937ab3aa,7f0866c2-10de-4df4-a528-7f2c2b1f8f7d,view_class,,2025-08-31T14:27:24Z
93fb469c-a6df-484c-9615-5355a375d3a7,50ea1550-9157-4686-8b45-29d89e0c61ba,b6496831-7b0d-4c72-a3a6-8d945375cb21,dfc38400-7b83-45a9-bb0b-17e6ab8ff7bf,impression,,2025-08-04T07:07:34Z
d6bc78e7-9679-4fdc-8df2-0b4f0fd56c48,667225ed-8bb7-4c8c-b2a2-1e167e4db981,b5f2ee03-d29c-4511-bd97-e7f8c7de3e5f,a32ada7f-b861-4d6c-84cb-8a09d8753663,click,,2025-08-17T01:58:32Z
eafd82eb-6e31-4980-aab2-ab7f42fdac6f,438385ff-b4d8-46a2-a586-6546f6ce256c,f010eed1-e3ed-4dc4-967b-bbf5ad2650b2,9c448830-9fc8-4188-a536-e893e13f5695,search,tutor near me,2025-09-03T04:19:53Z
08375989-00a8-417a-a542-18d651ecbcbb,704f0516-313d-47f4-b497-8c1a2c1af9cb,925db68d-b37b-444c-a8bd-e9ea0d5e1c3d,79eed065-076e-4800-8255-3d3e0144f8d8,view_tutor,,2025-06-12T08:27:21Z
79fb48be-6bcc-4527-ad59-938876d87a04,e5f354db-30d0-4f29-9a83-4e1f70efd091,73bc15f8-8c5e-425e-9c52-f39fb776cca5,b59ff3cc-a820-4e78-9896-c7c41250a083,search,tutor near me,2025-07-30T16:11:01Z
42b3ea57-c304-4aa8-a1d9-d139504bb344,733c83d5-7e4a-456a-8b64-6ec54d77097d,40b4fa09-c43e-46cb-9bf9-f6d7cb91b476,db2503a9-c5de-46f1-8c06-bd368e83d16a,click,,2025-07-09T23:18:06Z
3761b60d-3153-4543-a570-f312f244d1bb,2018bff9-9813-41fc-9046-24108c9a7664,40b4fa09-c43e-46cb-9bf9-f6d7cb91b476,af58fdf2-f844-44ef-b3a6-16e2de407d53,view_class,,2025-09-13T07:23:30Z
301d12f9-8ea5-4d6e-afd3-700cdb34a70d,b2758678-a76a-46e7-9b07-0b95e4bc2463,2a46a32e-6f4b-4ed1-b40b-1ff8c00a5c2d,59b3a818-c719-4236-bdd6-d1527ce24b8b,impression,,2025-06-12T21:16:23Z
d26b1c46-8f8a-4389-9e09-03fdd09215b9,d354f99e-9e0b-42ea-ba1d-000bd20b2746,2b90f44d-05ec-4eda-bcf9-f58051ac2b9f,2af56f1a-b9fa-4601-9ebf-7c3385a5341a,impression,,2025-09-02T09:41:30Z
88806a3d-d8eb-43a8-bdb4-5d4e493e6c6f,90564ab1-f476-414b-a157-173d0b9f5bc9,66ee8817-f69b-449d-ad24-efc7a3043a08,fadd23b1-6fe5-46cc-afd9-98899c376858,impression,,2025-07-22T02:49:07Z
34ed465e-f779-457c-aaf1-cc3bbdb79ee4,ca8e6b63-d50b-44c7-9309-a1a59be59d17,b6ce1be5-2d64-4538-b43c-e48bc2853afe,deb52ae7-8d62-4e86-9efe-d6bff6fc80cc,impression,,2025-06-27T22:51:21Z
1cfa3414-bcc4-4dee-bc9c-61d317430dec,c2c4eaf2-f23e-40c8-b5eb-b7a6607dfd7e,46f7959f-7f4c-46fd-9764-a7b45f5dd7ab,f32ebf35-862a-4edc-a9a9-92f15b1cd140,view_class,,2025-08-20T21:25:39Z
b0c8e662-1076-4932-972a-600e711dca78,726ce50b-317b-455f-a56a-050a65cd3d3e,e0707ea2-ada7-4654-acb4-5d43215bd3e1,38d80728-4bc0-44f8-87d2-3382d734d4de,enrol,,2025-07-04T14:42:20Z
1346872e-aeb0-444d-8136-c76019750173,b50b5868-6c13-430b-8416-1c85f9ee026b,8854704c-17d9-4461-9835-d95a940709cf,a6a17ffe-3ccc-4e77-9643-b1fc20448ba0,search,math grade 10,2025-07-21T02:41:43Z
682e81e3-d7b8-40f7-b4be-118d031a20c3,3a9e7ee0-24a9-4fda-ae6d-417be8c79869,5e3975ae-45ac-48d7-8113-1f5283c6b943,89515cf6-3763-44f9-9f27-7ff7ba9b8b90,click,,2025-05-18T21:38:01Z
0dd5a533-b89a-41d2-bf24-b4a362586a0f,18959b58-73bf-4c49-aac7-25cb66e8f4d2,2c160983-844b-4235-ae98-0986470864b8,78bd1e90-9c9e-4d9c-aca8-8016e2a57533,click,,2025-07-12T06:23:30Z
b3179f41-f160-416a-89c8-9bc91489c641,c49fccb5-e745-4893-9ec9-42a45f1389e2,66ee8817-f69b-449d-ad24-efc7a3043a08,855b951a-5602-42e1-a769-d68fac9b281e,click,,2025-07-29T08:00:48Z
5454c195-3d8b-4dfa-9f62-616220bb2f83,49b195c5-108b-4848-9195-5294ee776817,b0559ea1-e85f-4bdb-9146-6e651c38ca3b,c63e8370-5be4-41df-93ca-85afbd522036,bookmark,,2025-09-05T05:55:32Z
8cdca6fd-e892-43dc-bfd3-a4fbdf21cffb,a603ee52-0eb7-492e-bddc-e645a0657860,ad615e2a-337e-4a7d-b8f9-1c1f9520f27b,6d505f84-81ad-459a-8804-08d9b9b459b5,view_tutor,,2025-08-17T11:52:29Z
e4a3f68c-9f87-4c93-ab17-f8ee7c8eac1d,19cf7585-07cf-49bd-b64d-37ec1cc2116c,fd59a461-c7ea-432a-b390-4eb924268613,1ab69024-591b-43f6-b286-fd7895f3a078,search,tutor near me,2025-06-13T07:04:19Z
160e3b5c-3514-4496-ac0c-edf77faf7355,99171dfd-272a-4691-8831-3d7d6c0a3a6d,3d8039a5-9bce-46d3-a2d3-190fef3ce369,d5ca4877-2860-41db-84d2-71773e992025,view_tutor,,2025-05-28T14:10:57Z
37998f9f-9abd-4813-ae30-8fea507f4cfc,c15d4d13-e3a0-4c6a-b437-bc54c079cf12,e5247740-b90c-4a7f-bbfd-d7f79d45f3c1,b9194591-5c14-4b09-bed7-238b88db2a15,view_tutor,,2025-06-03T23:17:58Z
4b42a2e4-68b8-4aad-b509-67add1ea2547,035fa102-00e4-4a3a-a351-8949d98d7898,b866fca3-113d-4d87-a5db-d05c7aefed89,458e54ae-bf8f-401a-9eea-034fa5d9c7a2,click,,2025-06-27T08:34:37Z
7e490042-d3b5-46e7-ba89-32468c39d98b,8007f818-d0d0-411f-ba1e-4e40b509a03b,40b4fa09-c43e-46cb-9bf9-f6d7cb91b476,db2503a9-c5de-46f1-8c06-bd368e83d16a,click,,2025-07-11T07:01:03Z
f111f069-023c-4c53-b6c9-9dfc411103c0,,8854704c-17d9-4461-9835-d95a940709cf,a6a17ffe-3ccc-4e77-9643-b1fc20448ba0,impression,,2025-06-18T01:39:37Z
cff7ad60-0b29-4a49-a517-a9e74dd5a3fe,d9c9726d-61f7-4fad-8f4d-88cc84c26256,011d7c91-601c-490b-8746-3add2378fa9f,7b97003e-851b-444c-82ff-c864e4d1ba59,enrol,,2025-08-13T10:19:00Z
c75ca84f-d374-4ce5-b55f-077edb9944e4,49bf9884-1522-4dd9-8543-726a9ddb1565,07906fe7-1c22-4d1a-9d78-34d4ea4e7646,0f8b3350-7183-498b-ae99-c4a743c1f7f4,search,science ol,2025-08-04T05:21:03Z
20c7f695-ee26-42f8-9e7c-f66ccedef7c9,6bdf329a-c186-499b-bb8b-aafa283c9275,46f7959f-7f4c-46fd-9764-a7b45f5dd7ab,f32ebf35-862a-4edc-a9a9-92f15b1cd140,click,,2025-08-14T00:39:36Z
6d702973-177b-4f2e-bc0e-290dc8af92a6,17e19d99-92e5-4afb-8ca8-7015986ec729,c12b4fd9-4689-4826-8142-1abc3a446a48,ac730e2b-9169-4f39-95c6-50ca0a303ea4,impression,,2025-07-28T20:44:16Z
b6cc7343-d03e-43f8-aa20-674e91ac42d0,dff9d375-3dc3-40aa-8f7e-7fae3b548019,a15c54fa-5444-4385-86a0-25860ababab1,998b68d8-00b3-434e-96dc-58726a0ead41,click,,2025-07-04T19:32:38Z
6d95d154-4e8a-43ed-b8b2-81482cf7faeb,663b97d9-a97f-4386-b293-88ac84bd7410,6e2c8b16-7257-410a-a87c-e657d1a0d3a1,d5235af1-35d1-46ff-ac59-e5fade0e765e,view_class,,2025-06-09T14:25:07Z
7d72af65-ef0b-46fe-ac28-bd16368008a5,7b969056-2265-46b8-8f11-84e088b76a20,66ee8817-f69b-449d-ad24-efc7a3043a08,50d22cd3-8af3-4a60-8d69-f467319cddfa,click,,2025-05-18T10:20:48Z
ef89226e-1efb-47f6-a21a-b9e250e29af1,1450f789-4f0b-4d1b-9699-58f2d42a9484,4e16cf8e-ac4a-454a-93fb-5bdc3e808b43,a959d1a6-95d2-4f7a-8d5c-eed7687d7111,enrol,,2025-06-06T12:34:25Z
0499510b-7be1-456e-be1a-68ffa3ba8cb7,df8ba5ae-7145-4de0-b725-0f3ebfe2e58a,8e847aaa-5f2d-4ca7-be39-eebcbfb7c9f6,c18bb443-fe8d-40a9-af1d-2e86f1c9993d,impression,,2025-08-13T06:51:05Z
fc1db582-f6f8-4598-8786-34befe302aa4,5cbdc047-f8c2-4772-8617-498f9692b8e9,fc171210-3afe-4233-a8ca-2fd5257047a7,738c14de-74f2-4659-8563-66e5abe2c3c5,impression,,2025-08-21T20:46:03Z
f43cd79f-e33a-4f11-a718-fa164eb1bd57,5c12034b-ec3e-4ea0-bd61-9be6972d008c,9907ee0a-0140-4e8f-805c-94e4be4ed80c,d890562a-0aa2-4ae4-8303-136b069e4c1d,impression,,2025-07-27T08:24:08Z
2fb9e861-4b99-48d0-99b0-796ef7c12e86,99bae9ae-e5a2-4545-bb53-b5442ecfb33b,58622af7-55b0-47a5-b9f2-8286b7820528,ba0bd413-bb51-46a9-9af5-cd8e0de27ce1,view_class,,2025-07-01T23:30:12Z
e4bb60ad-03dd-4f19-9124-089b3a1e2b0c,778cc370-f223-41b3-87e7-7588b15eecb3,fd59a461-c7ea-432a-b390-4eb924268613,779e0c73-e918-4bc3-86ea-f185d29bad04,view_class,,2025-07-18T19:43:40Z
80a830b1-1a24-4efe-8bc9-dc8f5c117894,d8fdf5e1-2782-4afa-bf2a-9c5cd26f12d7,e5247740-b90c-4a7f-bbfd-d7f79d45f3c1,b7ff2a55-bcdd-45bd-8f43-085fe02eb7c4,impression,,2025-05-30T02:43:13Z
e505ab25-03ce-4090-98a2-5f197485a587,a2662709-36e3-4084-8d11-27dd634b4f99,f1223440-d568-46ad-b2ab-fd2b0199cca8,bb79f4dc-cd05-4b23-804e-e0e5bb9fa1ea,bookmark,,2025-08-13T08:16:15Z
2d85a057-7c9c-474f-90ab-6b8a0211386a,1d6d3437-9b0e-4c10-b0a3-d40002666098,64bcfd89-5623-48ea-b442-55f08ab450d3,5c84c10c-338d-420e-93e7-4f4a9ac31f1d,click,,2025-05-19T12:53:20Z
afc361a0-2693-4813-93d2-72d0388b1993,2eba7d70-d254-4e80-9f86-98712de322a8,66ee8817-f69b-449d-ad24-efc7a3043a08,2dacd7c0-89e0-424a-b91e-ab2835a78bd9,impression,,2025-06-20T02:09:53Z
a264721a-2620-415a-8bf0-6ec96557d503,04a1275b-7eb5-495a-9fb7-94b8ef71568d,a0a119ab-407c-4289-91c8-bea00ac06305,835c9d59-e96e-4897-9c45-850a2cb1ee84,enrol,,2025-08-23T04:49:13Z
4fe9f43c-874b-43f4-846c-2ab798fbb308,04a1275b-7eb5-495a-9fb7-94b8ef71568d,40224c4f-2328-4e79-a214-742e8e4bf6ca,681c2daa-7380-4416-8e3a-73ca87730f55,click,,2025-08-07T16:45:37Z
