session_id,class_id,session_date,start_time,end_time,room,is_cancelled,cancel_reason
d3d90fce-7a55-49ac-96f6-b03fe74fe197,924e4540-a0c4-48b3-9de6-3cb88c4827fd,2025-09-11,16:00:00,17:30:00,,false,
733ea704-dabb-468d-a730-8bb8fec2a84e,986b6790-7c6a-4e8b-b405-458f2cb4850c,2025-08-04,19:30:00,21:00:00,,false,
35b612c8-b5eb-4ffa-bfb0-c1c91b01ec8d,986b6790-7c6a-4e8b-b405-458f2cb4850c,2025-08-11,19:30:00,21:00:00,,false,
9bbdd7c5-ed52-4144-8e12-eba4d651357d,986b6790-7c6a-4e8b-b405-458f2cb4850c,2025-08-18,18:00:00,19:30:00,,false,
c77be345-6098-466b-baca-412ea2cb1b36,986b6790-7c6a-4e8b-b405-458f2cb4850c,2025-08-25,16:00:00,17:30:00,,false,
091ea11c-5a51-429d-86c2-452930f96552,986b6790-7c6a-4e8b-b405-458f2cb4850c,2025-09-01,16:00:00,17:30:00,,false,
f76b066c-0c02-4db0-86b3-3f2390fd9811,986b6790-7c6a-4e8b-b405-458f2cb4850c,2025-09-08,18:00:00,19:30:00,,false,
d61a70e8-0ace-45f9-b18c-37ca2b9b345a,986b6790-7c6a-4e8b-b405-458f2cb4850c,2025-09-15,16:00:00,17:30:00,,false,
d06a2d51-7570-4795-a456-6228f5f6ec32,586139a3-6837-4906-8af7-c843dfd559f0,2025-08-06,16:00:00,17:30:00,Room-5,false,
61b465a3-e995-4728-9f07-996916cb94b7,586139a3-6837-4906-8af7-c843dfd559f0,2025-08-13,18:00:00,19:30:00,Room-10,false,
a6ac122a-bb31-4dce-9ef6-8bf49e2a50bc,586139a3-6837-4906-8af7-c843dfd559f0,2025-08-20,16:00:00,17:30:00,Room-5,false,
f1b6641f-c88d-4667-86b6-504892a90e6f,586139a3-6837-4906-8af7-c843dfd559f0,2025-08-27,16:00:00,17:30:00,Room-6,false,
f3555cea-0ff5-4521-8b70-6ea35459173f,586139a3-6837-4906-8af7-c843dfd559f0,2025-09-03,19:30:00,21:00:00,Room-7,false,
09da75f4-ba15-4feb-a3d2-65ec4e854518,586139a3-6837-4906-8af7-c843dfd559f0,2025-09-10,16:00:00,17:30:00,Room-2,false,
b8562f76-12da-4450-af2a-5634778295a1,c054ca63-11ef-4090-8300-8c4d805bff28,2025-08-05,18:00:00,19:30:00,Room-8,false,
c35ff7bb-4c2e-4c8e-8a33-343c87890d41,c054ca63-11ef-4090-8300-8c4d805bff28,2025-08-12,19:30:00,21:00:00,Room-3,false,
d776c8ae-963b-4ed1-93e9-fb60663055e4,c054ca63-11ef-4090-8300-8c4d805bff28,2025-08-19,18:00:00,19:30:00,Room-3,true,Tutor unavailable
f6bfc07e-2194-47eb-aa50-b70f30bd417f,c054ca63-11ef-4090-8300-8c4d805bff28,2025-08-26,18:00:00,19:30:00,Room-6,false,
5d5a70c9-b9cc-43b5-984f-2e692ad024a4,c054ca63-11ef-4090-8300-8c4d805bff28,2025-09-02,16:00:00,17:30:00,Room-3,false,
bb8df2e8-0aa5-40f8-9ba7-b8cd2b05d523,c054ca63-11ef-4090-8300-8c4d805bff28,2025-09-09,16:00:00,17:30:00,Room-1,false,
399c0d49-2d3b-4371-b8e3-9ed714b1c439,a7b87e6d-7532-4b4f-ad28-165ff7c68369,2025-08-04,16:00:00,17:30:00,Room-4,false,
085ca630-1732-46b3-a88c-b07c42168cf6,a7b87e6d-7532-4b4f-ad28-165ff7c68369,2025-08-11,18:00:00,19:30:00,Room-2,false,
1ec7bf2b-6226-4bc8-8b2f-7b8bb0192ee5,a7b87e6d-7532-4b4f-ad28-165ff7c68369,2025-08-18,19:30:00,21:00:00,Room-9,false,
dc4533fc-db1b-4f4c-9793-e915b9ef4831,a7b87e6d-7532-4b4f-ad28-165ff7c68369,2025-08-25,18:00:00,19:30:00,Room-3,false,
90a4c599-c4d7-44a7-aca5-cd8731e10023,a7b87e6d-7532-4b4f-ad28-165ff7c68369,2025-09-01,18:00:00,19:30:00,Room-3,false,
9b728a04-cb0f-4b8b-95a2-5b91ff9091fc,a7b87e6d-7532-4b4f-ad28-165ff7c68369,2025-09-08,19:30:00,21:00:00,Room-2,false,
93452eec-5a3e-43a2-9bb3-8fda1630834c,a7b87e6d-7532-4b4f-ad28-165ff7c68369,2025-09-15,19:30:00,21:00:00,Room-5,true,Weather
e1f89720-8167-4ab9-957e-1c823676f856,a7b87e6d-7532-4b4f-ad28-165ff7c68369,2025-09-22,16:00:00,17:30:00,Room-8,false,
ac09df2e-d383-4a28-b3fd-277584b17344,7e4dfb64-3355-43b2-8b33-55d9847a2f55,2025-08-01,18:00:00,19:30:00,,false,
b380d095-700d-4a0f-a7ce-3bbaf524e450,7e4dfb64-3355-43b2-8b33-55d9847a2f55,2025-08-08,18:00:00,19:30:00,,false,
d945daa2-dce4-4092-bc4f-bbee1830dbf2,7e4dfb64-3355-43b2-8b33-55d9847a2f55,2025-08-15,18:00:00,19:30:00,,false,
629d2181-6899-4f4c-9294-b580918a8eac,7e4dfb64-3355-43b2-8b33-55d9847a2f55,2025-08-22,16:00:00,17:30:00,,false,
31f88567-18ed-40e2-970a-24354aa7313f,7e4dfb64-3355-43b2-8b33-55d9847a2f55,2025-08-29,16:00:00,17:30:00,,true,Tutor unavailable
2163d043-6dcb-4638-8731-9d4eb0a2c120,7e4dfb64-3355-43b2-8b33-55d9847a2f55,2025-09-05,16:00:00,17:30:00,,false,
855a75a0-9f42-4051-a13b-faf16594c21f,7e4dfb64-3355-43b2-8b33-55d9847a2f55,2025-09-12,16:00:00,17:30:00,,false,
1dc6026d-3b29-46da-92a7-0dc1cd5e728d,4761507e-064d-4c2a-9ed2-345c49ca983c,2025-08-06,18:00:00,19:30:00,Room-6,false,
9d191f5f-106a-4415-a639-b9bf40801821,4761507e-064d-4c2a-9ed2-345c49ca983c,2025-08-13,18:00:00,19:30:00,Room-7,false,
fe5f3f11-dd37-446d-bb45-016d01aeb4fc,4761507e-064d-4c2a-9ed2-345c49ca983c,2025-08-20,19:30:00,21:00:00,Room-9,false,
48fdf5ef-77d7-43d3-a2b4-7630caa23503,4761507e-064d-4c2a-9ed2-345c49ca983c,2025-08-27,19:30:00,21:00:00,Room-4,false,
b5fe2090-648f-43c6-b735-12e3994f80fc,4761507e-064d-4c2a-9ed2-345c49ca983c,2025-09-03,16:00:00,17:30:00,Room-6,false,
e283da12-2478-4757-a726-0e8af1cad49e,4761507e-064d-4c2a-9ed2-345c49ca983c,2025-09-10,18:00:00,19:30:00,Room-2,true,Weather
cf6fcdf4-f5a0-448b-8943-53e7ad3b9f5a,4761507e-064d-4c2a-9ed2-345c49ca983c,2025-09-17,18:00:00,19:30:00,Room-7,false,
7d377531-26d4-41e9-9d8f-1f889c2f314f,4761507e-064d-4c2a-9ed2-345c49ca983c,2025-09-24,18:00:00,19:30:00,Room-7,false,
e0fb8ee0-98cc-47f8-9d40-d68012dea02a,4761507e-064d-4c2a-9ed2-345c49ca983c,2025-10-01,18:00:00,19:30:00,Room-8,false,
a0f29c97-0917-4a1b-8e0f-dbc7c4403c79,68ac83e7-db09-4686-a1e3-4775f23ba0e4,2025-08-02,15:00:00,16:30:00,,false,
3a108be3-ae25-48f2-abbc-756865c6ae9b,68ac83e7-db09-4686-a1e3-4775f23ba0e4,2025-08-09,17:00:00,18:30:00,,false,
05228e84-2388-4d68-ae1c-5e4e1929e057,68ac83e7-db09-4686-a1e3-4775f23ba0e4,2025-08-16,08:00:00,09:30:00,,false,
1d5fa71c-3514-41fb-b279-878b4b825418,68ac83e7-db09-4686-a1e3-4775f23ba0e4,2025-08-23,13:00:00,14:30:00,,false,
ecda1b45-5416-42f1-beea-e10383da49af,68ac83e7-db09-4686-a1e3-4775f23ba0e4,2025-08-30,13:00:00,14:30:00,,false,
bb5b2d12-c994-4e1f-ac47-a1b004da0f1d,68ac83e7-db09-4686-a1e3-4775f23ba0e4,2025-09-06,10:00:00,11:30:00,,false,
05d0bcee-4b92-46d8-ae43-81240bee25de,68ac83e7-db09-4686-a1e3-4775f23ba0e4,2025-09-13,13:00:00,14:30:00,,false,
1a47e70b-f86f-4bbf-b4c5-30133d8ff9c7,68ac83e7-db09-4686-a1e3-4775f23ba0e4,2025-09-20,10:00:00,11:30:00,,false,
5a06f3e9-4295-4e13-995c-e640016c845a,68ac83e7-db09-4686-a1e3-4775f23ba0e4,2025-09-27,08:00:00,09:30:00,,false,
55f16420-4b21-4acf-8b39-f0d7667819a2,68ac83e7-db09-4686-a1e3-4775f23ba0e4,2025-10-04,13:00:00,14:30:00,,false,
f6fa5842-28bf-48ab-a806-f80695825a1b,da0ecd6e-c297-433d-8f91-b7c63c45f4ae,2025-08-06,16:00:00,17:30:00,Room-8,false,
c2f58c29-e2e2-4d7a-a24c-647851335725,da0ecd6e-c297-433d-8f91-b7c63c45f4ae,2025-08-13,16:00:00,17:30:00,Room-4,false,
156df6da-3f5e-4588-9288-17b25b82c05e,da0ecd6e-c297-433d-8f91-b7c63c45f4ae,2025-08-20,19:30:00,21:00:00,Room-9,false,
45ef318e-1df2-4b63-aae1-b3944c22eabf,da0ecd6e-c297-433d-8f91-b7c63c45f4ae,2025-08-27,19:30:00,21:00:00,Room-10,false,
e233e101-d797-4f43-a037-44c1df22f1c4,da0ecd6e-c297-433d-8f91-b7c63c45f4ae,2025-09-03,16:00:00,17:30:00,Room-7,false,
e8ac8b75-0d55-477c-a520-decfa6f5082f,da0ecd6e-c297-433d-8f91-b7c63c45f4ae,2025-09-10,16:00:00,17:30:00,Room-8,false,
887a5922-bb1c-4443-bcd8-ca505b0aa4c1,da0ecd6e-c297-433d-8f91-b7c63c45f4ae,2025-09-17,19:30:00,21:00:00,Room-5,false,
747abaea-0ccf-4244-93f2-ef1a421f961a,da0ecd6e-c297-433d-8f91-b7c63c45f4ae,2025-09-24,18:00:00,19:30:00,Room-1,false,
d64c17a4-3d86-4c59-a9d4-8bfe78443726,5269b8e8-bc73-4c44-b699-43f1e7cf8a96,2025-07-31,19:30:00,21:00:00,,false,
fd2cf94d-d593-4f4d-bc82-a85f4840958a,5269b8e8-bc73-4c44-b699-43f1e7cf8a96,2025-08-07,18:00:00,19:30:00,,false,
c924e205-ec86-472c-913d-b45ddbedd0d4,5269b8e8-bc73-4c44-b699-43f1e7cf8a96,2025-08-14,18:00:00,19:30:00,,false,
96a43a99-e421-4d84-b61c-fafeaf0ac318,5269b8e8-bc73-4c44-b699-43f1e7cf8a96,2025-08-21,19:30:00,21:00:00,,false,
9b88907c-ee5e-46f3-a9eb-bd923362f827,5269b8e8-bc73-4c44-b699-43f1e7cf8a96,2025-08-28,19:30:00,21:00:00,,false,
31e90cdf-f3ee-4695-8ec3-d50382936c9a,5269b8e8-bc73-4c44-b699-43f1e7cf8a96,2025-09-04,18:00:00,19:30:00,,false,
be173c39-97eb-44c1-9d9e-4d6520ee92af,5269b8e8-bc73-4c44-b699-43f1e7cf8a96,2025-09-11,16:00:00,17:30:00,,false,
77a83fc8-14df-420f-b493-508881e8de85,5269b8e8-bc73-4c44-b699-43f1e7cf8a96,2025-09-18,19:30:00,21:00:00,,false,
eceb49b7-e2c3-40e0-8d2f-09db33d40525,5f93dcb3-4088-4d2d-928f-b15a4682db46,2025-08-04,16:00:00,17:30:00,,true,Weather
054b2920-4d95-4c29-aa34-aea6dfcf9f16,5f93dcb3-4088-4d2d-928f-b15a4682db46,2025-08-11,16:00:00,17:30:00,,false,
b57be331-8c91-4a0c-8de2-ccd9ce20b023,5f93dcb3-4088-4d2d-928f-b15a4682db46,2025-08-18,16:00:00,17:30:00,,false,
a5b72f86-9209-49cd-92a5-e41eb03e58d5,5f93dcb3-4088-4d2d-928f-b15a4682db46,2025-08-25,18:00:00,19:30:00,,false,
6157642a-b430-4d0b-be98-bc891815e122,5f93dcb3-4088-4d2d-928f-b15a4682db46,2025-09-01,18:00:00,19:30:00,,true,Weather
8c3f9b0c-6ea5-422e-a9ac-ece2227bd1e0,5f93dcb3-4088-4d2d-928f-b15a4682db46,2025-09-08,19:30:00,21:00:00,,false,
7ceab5f1-3ca8-42dd-824a-2ffef2754d14,5f93dcb3-4088-4d2d-928f-b15a4682db46,2025-09-15,19:30:00,21:00:00,,false,
b03963f6-bb39-4e75-841e-4298fb4abe65,5f93dcb3-4088-4d2d-928f-b15a4682db46,2025-09-22,19:30:00,21:00:00,,false,
a4a0b60e-bd04-448b-9d57-c7e9adf8cb61,5f93dcb3-4088-4d2d-928f-b15a4682db46,2025-09-29,19:30:00,21:00:00,,false,
3f2386df-e1bd-4440-b059-992058e32bad,8fccf0f6-0339-4c42-98a5-55ebe90aa7c2,2025-08-03,15:00:00,16:30:00,,false,
7ac0712d-fe48-4671-ae4c-845a3df33d05,8fccf0f6-0339-4c42-98a5-55ebe90aa7c2,2025-08-10,10:00:00,11:30:00,,false,
e5c5051c-0fee-43d3-83bd-f09dbbcb5e7e,8fccf0f6-0339-4c42-98a5-55ebe90aa7c2,2025-08-17,08:00:00,09:30:00,,false,
47e67550-4979-423b-96ad-b9f44d6a6672,8fccf0f6-0339-4c42-98a5-55ebe90aa7c2,2025-08-24,13:00:00,14:30:00,,false,
86777bd7-8348-4255-9833-0e882624d6c1,8fccf0f6-0339-4c42-98a5-55ebe90aa7c2,2025-08-31,08:00:00,09:30:00,,false,
16220aba-8de1-4bbe-bb56-dc6d162ee208,8fccf0f6-0339-4c42-98a5-55ebe90aa7c2,2025-09-07,13:00:00,14:30:00,,false,
4ad9362e-13ce-48ea-b5ae-24d463fc5e65,8fccf0f6-0339-4c42-98a5-55ebe90aa7c2,2025-09-14,13:00:00,14:30:00,,false,
b509ad15-4688-472c-8f94-c4d2bd575709,8fccf0f6-0339-4c42-98a5-55ebe90aa7c2,2025-09-21,10:00:00,11:30:00,,false,
fca2efd6-356b-457a-a490-fcd37b0fd9cf,23d5099d-9596-4249-bb55-526d51b28211,2025-08-04,18:00:00,19:30:00,,false,
204e20bf-6d03-4b10-b7f1-76577e4bb826,23d5099d-9596-4249-bb55-526d51b28211,2025-08-11,19:30:00,21:00:00,,false,
d65f8758-f077-46a2-ba45-7887ab8fbaa2,23d5099d-9596-4249-bb55-526d51b28211,2025-08-18,16:00:00,17:30:00,,false,
7581ff7b-a0f4-49ea-8ee3-ec59298d5696,23d5099d-9596-4249-bb55-526d51b28211,2025-08-25,16:00:00,17:30:00,,false,
542ba6a5-35fc-4bad-915c-9b9b139d94f0,23d5099d-9596-4249-bb55-526d51b28211,2025-09-01,16:00:00,17:30:00,,false,
962e4cd2-ec3e-4db2-9dcc-aaa14ffac1fb,23d5099d-9596-4249-bb55-526d51b28211,2025-09-08,18:00:00,19:30:00,,false,
c4881cf4-7a86-4f5e-824f-a1862762118b,d5709f58-73fa-49e5-a11b-4cbfcb692f4c,2025-08-03,13:00:00,14:30:00,,false,
34b47f07-c90c-465f-a843-33f143e4e464,d5709f58-73fa-49e5-a11b-4cbfcb692f4c,2025-08-10,17:00:00,18:30:00,,false,
aac98d95-b5c1-4a92-b3a3-21e0dfb90c5a,d5709f58-73fa-49e5-a11b-4cbfcb692f4c,2025-08-17,15:00:00,16:30:00,,false,
b446842f-df55-41cb-949b-908c7c093cf7,d5709f58-73fa-49e5-a11b-4cbfcb692f4c,2025-08-24,08:00:00,09:30:00,,false,
8529e499-371e-4b4d-b9d3-60e9668966fe,d5709f58-73fa-49e5-a11b-4cbfcb692f4c,2025-08-31,13:00:00,14:30:00,,false,
a870f054-8f51-4aa7-a1b0-5c18f759c0d3,d5709f58-73fa-49e5-a11b-4cbfcb692f4c,2025-09-07,10:00:00,11:30:00,,false,
6db1b923-6367-4264-916c-0c5fb7725af4,d5709f58-73fa-49e5-a11b-4cbfcb692f4c,2025-09-14,08:00:00,09:30:00,,false,
fc7e63a6-2ba7-4e68-8447-8e12c5583af8,d5709f58-73fa-49e5-a11b-4cbfcb692f4c,2025-09-21,08:00:00,09:30:00,,false,
dcdb0417-8570-4e92-88ec-e5e55e80d7c0,9d210080-4aa8-44d0-afcd-d04482444d60,2025-08-05,16:00:00,17:30:00,,false,
9b0f3476-d3fd-4ae0-9881-5384e820493c,9d210080-4aa8-44d0-afcd-d04482444d60,2025-08-12,19:30:00,21:00:00,,false,
16ede0b3-16c7-403a-b211-894ac833d904,9d210080-4aa8-44d0-afcd-d04482444d60,2025-08-19,19:30:00,21:00:00,,false,
be934c52-694c-42a5-878a-ae8dd189870d,9d210080-4aa8-44d0-afcd-d04482444d60,2025-08-26,18:00:00,19:30:00,,false,
525e02dc-8773-41b9-8688-1ef40df4813c,9d210080-4aa8-44d0-afcd-d04482444d60,2025-09-02,16:00:00,17:30:00,,false,
aece2c1b-ec3c-45bd-99c3-178403127f04,9d210080-4aa8-44d0-afcd-d04482444d60,2025-09-09,18:00:00,19:30:00,,false,
1ce52dbd-5f2f-4e67-b36d-f0c6e43b85e7,9d210080-4aa8-44d0-afcd-d04482444d60,2025-09-16,19:30:00,21:00:00,,false,
8bb4c37e-5fde-4ae8-b66a-acb8c8d48fca,9d210080-4aa8-44d0-afcd-d04482444d60,2025-09-23,19:30:00,21:00:00,,false,
7f64139e-af33-4172-8f6d-c85e3bebc1ff,243abc22-6b26-42fa-aed2-466d70308566,2025-08-02,15:00:00,16:30:00,,false,
58e24945-d443-4c87-95bf-b6afed0ca68e,243abc22-6b26-42fa-aed2-466d70308566,2025-08-09,15:00:00,16:30:00,,false,
d59d2c9a-359b-41cd-a85a-653406a4aa23,243abc22-6b26-42fa-aed2-466d70308566,2025-08-16,10:00:00,11:30:00,,false,
50421661-4187-4f33-9eab-c56fe84f5c6b,243abc22-6b26-42fa-aed2-466d70308566,2025-08-23,15:00:00,16:30:00,,false,
1c906db7-8ec2-4c9e-abcc-86842b46f40f,243abc22-6b26-42fa-aed2-466d70308566,2025-08-30,13:00:00,14:30:00,,true,Weather
2ff43773-fecb-43da-8fd0-8ef6efa57fed,243abc22-6b26-42fa-aed2-466d70308566,2025-09-06,13:00:00,14:30:00,,false,
1f6dc14b-6778-4dd5-8fa1-801e8700a2de,243abc22-6b26-42fa-aed2-466d70308566,2025-09-13,08:00:00,09:30:00,,false,
f513c8a8-5190-4e58-8819-ad0a0b9e0f59,243abc22-6b26-42fa-aed2-466d70308566,2025-09-20,15:00:00,16:30:00,,false,
a663292c-97d6-4ddb-b594-fc32a5e340a5,243abc22-6b26-42fa-aed2-466d70308566,2025-09-27,08:00:00,09:30:00,,false,
9fd350d1-59d3-46a2-9be9-d3a7c272ef6c,243abc22-6b26-42fa-aed2-466d70308566,2025-10-04,08:00:00,09:30:00,,false,
43ff13a2-7375-4e91-b01e-6edc1c29f792,d21f5b46-f720-4810-ab6b-d04af9d152e5,2025-07-31,19:30:00,21:00:00,,false,
f2f8627b-6cfe-43cb-bf82-61f8e6eb4c94,d21f5b46-f720-4810-ab6b-d04af9d152e5,2025-08-07,16:00:00,17:30:00,,false,
41639262-3b58-496a-a849-63909458ac0e,d21f5b46-f720-4810-ab6b-d04af9d152e5,2025-08-14,19:30:00,21:00:00,,false,
1a2da82b-ead2-459f-8ca5-6e1d92d255f6,d21f5b46-f720-4810-ab6b-d04af9d152e5,2025-08-21,19:30:00,21:00:00,,false,
664d6e9a-32fe-4026-a3df-c76c66399b64,d21f5b46-f720-4810-ab6b-d04af9d152e5,2025-08-28,16:00:00,17:30:00,,false,
c7f3cd96-dc8b-4c0f-b09b-bbf3e69695b8,d21f5b46-f720-4810-ab6b-d04af9d152e5,2025-09-04,18:00:00,19:30:00,,false,
fd7dc8f0-414f-4f41-b90d-b46b2030774d,d21f5b46-f720-4810-ab6b-d04af9d152e5,2025-09-11,19:30:00,21:00:00,,false,
18e8b416-a4ec-4027-a0d1-b77a6fbb3c5f,d21f5b46-f720-4810-ab6b-d04af9d152e5,2025-09-18,16:00:00,17:30:00,,false,
0bc778a2-83e8-4233-af4c-d2f670eb271e,d21f5b46-f720-4810-ab6b-d04af9d152e5,2025-09-25,18:00:00,19:30:00,,false,
3d4ff663-7d7f-4e98-99cc-00f6aa858b76,d21f5b46-f720-4810-ab6b-d04af9d152e5,2025-10-02,18:00:00,19:30:00,,false,
452e2c2b-9ff7-4c2b-b2e6-daed42922fd6,89515cf6-3763-44f9-9f27-7ff7ba9b8b90,2025-08-02,15:00:00,16:30:00,Room-1,true,Tutor unavailable
8800cd39-d19e-4802-977a-88a8557f2721,89515cf6-3763-44f9-9f27-7ff7ba9b8b90,2025-08-09,08:00:00,09:30:00,Room-3,false,
